"","label0","label1"
"42660",124.54,99.875
"63140",199.99,98.464
"13088",136.29,69.542
"6325",169.5,99.707
"14472",127.6,106.87
"40694",156.47,91.853
"49531",179.89,74.963
"46719",161.2,78.658
"30637",182.57,133.01
"61219",176.46,101.83
"60290",147.55,95.702
"6663",148.13,79.301
"41339",170.74,82.836
"39583",148.42,87.386
"12290",155.54,85.594
"44818",176.77,100.7
"57033",157.05,98.876
"7668",169.25,107.09
"57136",173.7,112.31
"63717",165.06,103.88
"13202",142.8,88.658
"20319",188.15,82.903
"28606",115.3,104.1
"24685",115.43,122.47
"228",145.5,102.15
"4075",179.23,125.6
"17455",118.67,120.12
"50225",161.1,77.183
"54055",170.27,113.4
"41366",143.92,112.19
"18013",139.37,56.025
"10074",186.56,89.695
"35818",159.7,108.2
"42067",112.25,107.29
"62900",75.887,105.75
"29455",189.54,135.27
"17469",140.24,66.201
"30864",167.25,106.27
"30627",170.47,100.32
"13412",162.17,94.376
"44137",105.8,90.784
"31753",173.8,102.35
"16595",133.4,101.49
"61510",126.55,80.417
"2115",143.05,93.901
"44360",153.88,99.291
"51950",152.36,124.98
"19327",108.07,94.852
"47980",166.1,118.13
"52908",150.63,119.83
"32221",131.87,58.853
"46444",194.67,120.08
"59797",160.15,110.12
"24370",150.3,94.314
"10575",135.94,131.25
"15387",119.72,84.443
"1125",157.04,94.191
"53232",153.79,130.89
"56190",172.76,104.49
"27330",195.05,101.48
"22909",99.769,65.96
"24379",156.69,85.061
"36038",147.42,109.26
"46151",143.05,103.06
"33482",136.29,111.44
"8094",115.55,89.333
"43694",136.47,116.92
"10047",171.41,68.647
"27950",149.42,117.83
"18373",160.58,101.06
"33402",130.31,66.152
"47910",158.64,112.83
"14636",152.13,82.45
"49862",178.15,110.21
"1951",122.92,99.325
"32160",135.27,85.841
"55074",162.75,92.17
"16233",200.54,83.994
"48223",104.18,84.259
"12191",154.49,107.72
"6856",171.89,100.41
"49461",161.8,113.42
"26489",134.83,105.72
"64131",170.88,105.45
"43039",128.88,70.67
"2198",180.48,106.8
"49265",150.63,86.207
"46869",162.82,108.46
"11024",147,126.39
"8478",127.04,75.508
"1189",139.08,99.637
"13365",160.96,92.535
"36263",162.96,111
"57718",173.82,102.08
"62749",157.76,84.514
"13860",179.4,107.71
"49183",126.29,74.926
"35201",155.2,78.562
"37100",180.41,91.529
"544",122.53,67.619
"44749",189.79,133.06
"44953",123.21,98.065
"35848",164.27,101.4
"34907",132.55,73.429
"25810",127.28,95.003
"61231",122.33,127.32
"20981",144.47,103.97
"54688",150.22,83.772
"41726",178.35,69.279
"19697",157.62,98.192
"34930",141.26,104.52
"50820",186.88,105.13
"33126",146.3,110.73
"60030",113.86,68.42
"37541",141.9,102.69
"60665",163.24,95.617
"12572",167.09,67.205
"28907",125.24,118.31
"50277",141.97,101.78
"40587",162.28,113.45
"33952",161.36,82.583
"39769",179.34,108.72
"11904",176.3,70.9
"61551",136.07,112.02
"56659",157.5,102.57
"36425",144.96,115.43
"13387",158.09,109.99
"42490",108.83,72.226
"49406",147.77,97.051
"13046",154.38,98.036
"36983",136.24,82.928
"59178",142.33,97.295
"61259",195.64,98.673
"59716",134.76,104.48
"9882",157.98,86.195
"20177",162.11,96.578
"56801",158.84,79.733
"25017",182.64,94.783
"52528",150.07,120.88
"11662",209.42,120.22
"1599",166.26,77.054
"18948",140.05,101.44
"25931",144.47,127.48
"13714",167.28,113.43
"64756",109.25,88.621
"42517",188.81,99.707
"36613",158.87,111.42
"61349",176.49,104.88
"43265",142.42,75.097
"52371",177.52,101.61
"50592",138.34,78.852
"11329",161.31,92.882
"50254",152.16,115.94
"38674",143.99,100.76
"27952",125.31,121.94
"3413",137.6,101.22
"12068",158.77,108.78
"3022",109.88,128.81
"44954",182.49,91.282
"46996",135.44,89.775
"22850",173.76,98.263
"12785",147.22,122.8
"1247",151.17,81.808
"13762",191.66,90.457
"3260",173.77,73.605
"9133",149.07,130.8
"13582",144.3,129.77
"22185",192.31,97.235
"27356",159.04,83.097
"35693",191.72,132.41
"8662",185.01,114.52
"25014",140.9,117.31
"29143",139.03,63.536
"59010",154.25,108.01
"31124",145.87,102.01
"61615",168.34,118.59
"23814",172.74,105.54
"58880",138.06,56.084
"28478",154.43,66.84
"59968",147.7,66.452
"63037",103.23,61.859
"13695",103.42,74.6
"34559",137.26,79.235
"42729",157.8,97.964
"6861",136.65,131.82
"9450",121.7,126.35
"29961",106.3,122.19
"47689",196.95,111.5
"32803",156.39,90.482
"61981",133.98,64.528
"26445",181.09,131.04
"17480",175,88.517
"13452",155.88,88.695
"60835",135.4,103.15
"44116",146.51,99.765
"14434",157.59,83.497
"27680",133.74,60.744
"64909",184.31,113.37
"47470",174.09,97.626
"18228",179.11,100.36
"37778",148.36,103.22
"39722",140.42,118.45
"20655",130.25,129.25
"36194",131.95,96.033
"51560",176.52,89.02
"43771",153.84,71.13
"60046",135.22,134.18
"18264",174.44,97.983
"38460",142.7,74.777
"29459",166.61,82.554
"48484",163.55,107.29
"41837",159.43,133.31
"44409",151.14,100.32
"65158",191.12,81.265
"50469",146.63,104.18
"3615",137.1,78.702
"1948",136.34,95.168
"13018",146.81,97.827
"29518",162,131.7
"14769",159.86,129.92
"39655",163.55,105.81
"16352",144.08,108.9
"24668",158.96,70.931
"12074",171.13,117.16
"54748",158.1,68.169
"38422",166.64,82.739
"31994",133.12,96.726
"19437",187.7,134.69
"31450",153.02,77.921
"41670",189.17,114.4
"56583",168.32,113.67
"34686",166.23,85.952
"22278",162.73,114.19
"24832",113.45,73.168
"18378",112.78,92.78
"17627",160.68,70.364
"39631",161.4,130
"27812",132.1,96.731
"60436",120.03,100.37
"22519",182.8,92.867
"36091",141.85,95.686
"40172",143.35,92.893
"20664",124.57,110.92
"46117",123.53,86.869
"61092",136.45,100.33
"1648",144.85,129.42
"15361",128.48,81.283
"36863",129.39,118.44
"20066",181.81,101.55
"5399",157.2,114.29
"5624",119.72,100.85
"464",185.76,126.8
"19893",157.97,100.05
"13630",89.514,91.62
"62059",139.77,121.48
"35581",109.69,42.499
"33309",139,52.276
"43539",154.9,109.47
"48056",140.37,106.37
"48575",118.53,84.13
"46636",146.45,103.3
"15821",127.47,129.37
"46745",172.39,99.009
"60411",137.39,97.283
"6015",118.08,94.759
"51905",198.65,73.43
"47777",193.66,85.171
"49536",111.52,65.979
"58705",153.28,106.43
"17767",146.58,105.89
"20817",162.81,108.11
"40011",117.56,100.35
"23796",129.83,86.965
"24517",152.04,104.9
"59686",130.75,82.837
"49666",143.14,97.904
"19996",156.32,56.907
"15913",166.75,127.17
"14391",158.92,85.296
"51597",177.63,123.26
"39550",142.9,80.746
"2440",175.43,117.78
"26440",171.31,101.7
"15495",174.93,91.591
"31628",173.54,103.23
"7538",147.08,111.5
"22074",137.75,80.398
"19614",149.19,100.85
"60065",165.33,71.99
"53347",164.13,95.919
"32392",158.76,110.16
"14019",161.84,100.79
"17168",190.5,133.03
"37633",174.11,76.37
"41865",104.79,109.6
"58368",133.74,109.07
"1772",136.07,110.06
"1216",127.56,86.342
"42377",172.17,106.86
"38154",124.65,121.59
"51933",142.47,49.922
"58832",180.01,126.39
"890",200.6,99.864
"65302",142.26,118.62
"19779",173.91,98.548
"38902",142.86,95.955
"53982",162.15,74.41
"35546",182.67,76.015
"10297",152.07,82.466
"53026",152.81,93.964
"28117",106.05,106
"1335",137.61,103.72
"43716",117.74,98.647
"55067",168.69,77.952
"34196",182.9,100.48
"61233",160.06,101.25
"28063",130.07,80.978
"12313",118.82,77.981
"49181",139.37,56.865
"7831",149.04,109.93
"43287",171.99,110.8
"33600",148.86,71.586
"29930",131.85,124.98
"30931",166.33,109.76
"42939",148.89,89.264
"12596",110.85,103.82
"25769",173.54,109.21
"14330",125.33,96.672
"6649",154.18,85.661
"21120",145.98,74.168
"37126",154.74,117.17
"23486",147.97,109.23
"65058",141.41,100.98
"26692",154.28,95.883
"4279",137.18,100.92
"46272",140.58,66.979
"48489",156.25,106.68
"17795",180.78,96.625
"37162",161.8,112.51
"13147",178.59,95.042
"36709",174.73,111.91
"34481",132.37,94.998
"44923",161.92,87.871
"48846",121.42,116.84
"23019",141.26,113.23
"44460",164.68,116.01
"53313",155.78,79.941
"42602",159.49,117.14
"11069",172.82,57.944
"8091",155.19,91.316
"32795",148.42,64.158
"39221",149.78,111.32
"14629",148.61,102.23
"436",152.31,98.448
"59077",123.33,109.05
"45814",139.07,88.026
"3089",164.09,105.32
"38091",149.36,113.62
"25412",169.89,99.33
"3132",153.76,67.62
"21829",120.38,106.51
"56051",165.78,90.268
"64719",117.92,123.59
"15562",109.99,124.57
"19912",166.82,118.95
"8347",194.22,89.624
"40873",199.95,102.94
"21279",132.94,66.608
"44472",176.12,80.359
"28413",150.13,46.67
"13411",177.43,91.238
"28414",107.59,68.347
"10086",191.6,105.33
"32590",147.03,133.4
"16240",181.79,130.6
"37683",185.4,103.09
"20492",131.87,89.123
"34188",184.81,129.72
"35302",181.09,111.86
"23156",166.26,90.003
"26916",133.15,105.14
"15177",181.38,111.72
"15077",165.07,99.116
"34112",150.94,69.895
"26591",131.1,106.7
"32771",135.66,89.535
"53793",162.87,76.83
"20529",148.9,110.4
"57407",149.47,83.656
"21902",179.59,125.75
"53386",141.3,120.34
"15568",168.78,125.7
"23456",118.15,105.61
"49845",148.69,78.433
"41611",171.96,106.58
"9600",101.51,71.572
"2740",117.3,74.992
"10570",169.6,102.28
"32686",187.85,130.89
"48496",183.31,105.02
"59049",195.61,107.01
"26311",174.08,102.22
"20917",178.54,97.639
"21809",160.86,102.66
"62140",108.35,70.249
"54779",167.26,54.663
"44949",144.73,114.52
"6165",165.26,98.067
"35260",128.67,66.015
"48443",153.94,90.266
"5261",183.17,116.26
"6837",138.39,98.836
"17008",143.51,133.64
"2823",202.08,78.704
"6803",166.55,75.215
"65091",141.71,101.29
"14055",165.78,77.195
"31861",128.56,106.81
"21561",137.12,78.265
"19235",138.8,102.01
"22635",152.67,89.581
"1547",205.69,129.19
"9127",196.32,94.546
"22393",119.71,96.32
"16193",162.73,91.785
"49589",129.16,109.68
"55127",140.94,94.115
"8274",126.74,102.56
"1941",164.98,91.001
"26787",147.08,99.596
"14653",146.69,74.315
"18840",141.16,98.012
"4221",175.32,77.89
"34953",195.6,103.69
"26435",166.36,103.04
"59409",137.85,96.607
"54089",177.48,109.32
"3026",132.36,111.38
"44548",153.79,99.412
"53542",142.23,109.71
"22217",185.14,102.56
"39287",152.17,85.239
"5127",162.97,83.491
"38909",157.63,76.879
"7146",128.86,110.46
"14777",132.98,87.336
"46390",138.37,116.33
"237",117.61,121.07
"24590",96.53,96.636
"48793",138.69,104.11
"11740",138.62,49.748
"15606",121.29,94.391
"60916",122.3,104.65
"42174",156.34,96.893
"30585",151.41,102.66
"6814",121.55,73.612
"18820",176.07,92.996
"49441",156.62,78.039
"39734",172.84,115.8
"22773",173.11,110.92
"28084",143.74,102.06
"8548",166.32,100.29
"12923",198.91,76.627
"22225",175.24,98.414
"53460",154.06,100.2
"14462",117.52,98.406
"9845",115.32,74.407
"25374",134.16,68.774
"63379",160.72,93.695
"58733",148.31,100.3
"23936",127.02,86.017
"37537",191.23,87.365
"40543",136.83,70.096
"19833",128.96,100.21
"51843",114.33,105.35
"58100",184.91,90.442
"27935",142.34,72.969
"3906",200.88,83.924
"25543",173.17,88.049
"13053",168.44,53.486
"2424",176.01,107.53
"13580",131.38,91.186
"47618",142.02,101.82
"39763",153.81,100.06
"19065",129.95,87.696
"58817",194.73,71.487
"35287",115.9,88.494
"41056",132.75,84.317
"3593",182.16,118.03
"34713",124.29,101.46
"41013",133.32,86.602
"6336",162.17,88.159
"42310",149.84,113.42
"32124",139.19,58.145
"6170",127.53,95.521
"8080",173.99,133.42
"46032",147.77,109.77
"25677",150.68,124.96
"13320",169.15,93.637
"40805",161.73,109.09
"38528",89.821,73.749
"50527",130.79,80.086
"32143",178.4,134.2
"13344",113.1,77.134
"58038",173.41,107.15
"49113",159.88,101.21
"19978",141.95,128.51
"65223",175.31,109.94
"60450",176.57,88.574
"59938",175.63,99.08
"2458",122.37,83.122
"37000",156.26,96.17
"51977",165.38,99.838
"49919",152.81,67.679
"60124",156.13,69.385
"56562",136.5,106.88
"52512",145.39,71.053
"51519",128.76,80.675
"6042",127.78,91.451
"38934",142.53,105.71
"21899",207.28,127.72
"30406",174.95,115.86
"31951",114.4,131.74
"58201",150.92,100.91
"26386",156.55,104.73
"68",181.63,94.175
"37698",182,96.585
"46906",174.28,96.143
"58604",133.52,119.48
"14341",173.64,97.469
"31329",164.71,86.26
"31826",129.74,104.11
"35217",175.28,94.449
"62085",151.7,105.92
"2472",141.59,110.73
"32845",148.75,117.53
"27615",100.02,108.99
"54004",133.05,72.242
"9551",121.22,124.99
"10509",151.61,120.2
"35922",187.33,100.42
"34553",145.13,97.994
"36758",147.5,110.03
"44596",151.2,63.396
"38944",124.49,74.066
"20805",149.74,104.5
"8297",155.38,86.363
"12133",163.9,102.02
"35485",169.69,57.577
"55088",180.07,111.07
"21773",170.16,120.96
"25452",184.95,116
"56387",156.93,103.35
"36572",181.42,84.961
"26041",160.62,93.332
"48576",96.944,71.507
"41883",193.29,86.557
"24088",147.72,74.29
"37372",147.84,67.372
"6374",145.08,106.09
"30218",185.29,133.09
"42251",152.87,123.9
"61988",180.93,110.05
"18455",150.97,83.66
"25005",162.34,130.7
"38546",200.85,77.837
"25514",142.24,120.61
"39108",163.5,105.86
"21114",138.06,82.433
"21875",139,106.57
"28769",142.9,80.319
"22973",148.16,67.755
"15735",193.09,95.653
"1048",157.21,101.51
"23364",189.82,99.809
"28096",109.68,79.221
"38444",145.11,125.35
"24344",129.89,93.062
"31744",144.32,105.84
"36484",128.2,105.14
"54538",157.61,101.94
"41719",132.22,109.81
"53581",183.59,103.93
"45600",182.09,66.204
"8749",131.15,128.77
"46823",142.39,115.29
"41557",125.54,86.907
"3259",152.33,93.437
"16643",146.97,95.776
"59167",159.47,72.716
"65368",145.51,100.66
"2122",121.59,90.243
"55211",136.42,123.1
"39918",145.04,124.27
"60604",106.64,81.141
"8874",209.63,96.297
"35942",165.86,103.55
"42101",143.51,111.57
"13665",143.25,84.647
"46066",132.9,103.95
"62585",154.03,97.15
"35609",152.32,107.13
"35559",163.36,106.6
"49719",153.7,100.64
"2848",120.81,66.773
"46631",162.44,91.766
"49446",179.07,104.87
"43626",154.13,115.14
"34105",106.21,93.307
"41449",162.48,124.24
"63313",154.54,102.46
"63402",134.75,122.92
"28058",159.44,84.636
"15147",164.28,121.31
"64144",146.02,128
"29965",142.07,131.98
"58041",122.15,96.474
"35392",138.87,61.792
"39705",175.15,106.07
"40114",161.43,104.01
"6884",171.61,102.77
"6250",160.94,97.082
"14816",122.34,75.333
"41517",111.17,129.95
"9749",177.9,86.613
"60089",137.93,97.739
"56666",139.29,90.329
"64888",128.22,94.102
"49226",161.09,109
"12511",141.03,78.197
"41258",161.1,98.226
"62083",150.43,102.34
"15304",148.09,104.42
"19747",159.85,98.822
"26138",97.698,78.566
"22222",171.02,126.52
"10068",135.01,105.27
"47192",116.89,90.6
"36095",124.5,80.764
"30444",174.49,116.99
"63729",179.61,107.5
"25315",174.84,100.52
"42276",166.39,104.53
"10932",144.76,80.901
"41666",188.15,99.774
"19656",169.16,114.97
"39578",93.748,62.829
"59718",163.46,73.617
"27522",166.9,94.691
"42665",176.88,102.62
"45495",182.87,113.24
"54947",133.57,108.38
"29641",138.36,112.69
"53644",145.7,104.27
"54068",182.29,99.166
"1278",99.782,91.992
"4086",142.36,114.83
"38682",114.75,96.403
"2551",170.25,102.38
"41940",127.12,113.46
"34908",123.37,69.312
"52351",135.81,88.188
"56672",131.9,69.255
"13928",199.22,110.99
"28116",133.78,91.46
"27562",129.15,106.64
"24692",134.84,99.908
"22792",150.17,96.922
"42456",167.3,79.106
"33511",166.83,107.3
"64526",132.78,110.6
"6350",178.98,112.72
"3059",148.25,93.062
"43436",146.51,118.59
"6867",164.57,98.241
"11072",120.89,61.258
"18772",139.02,110.83
"26638",140.51,101.59
"56862",142.16,73.088
"8022",146.52,112.62
"11917",138.13,128.88
"43664",168.08,108.46
"19069",162.08,52.333
"41490",117.84,113.77
"43528",183.64,119.52
"57132",152.54,127.79
"38500",166.83,106.63
"29738",178.55,85.776
"55501",149.74,96.972
"32063",108.06,69.502
"2842",125.46,102.21
"9452",142,76.13
"976",125.42,135.77
"58857",176.3,123.11
"53918",118.18,82.684
"65078",154.42,72.027
"57250",167.04,93.348
"54732",159.72,111.83
"32461",173.93,130.96
"30546",183.84,93.016
"51489",200.25,75.86
"45840",135.49,98.953
"7423",142.58,84.061
"14339",152.6,96.169
"31304",147.32,110.67
"31440",144.04,133.56
"36824",131.08,103.12
"11429",134.1,100.84
"45178",113.9,94.684
"52030",130.72,70.145
"63934",124.62,67.053
"29254",213.06,104.25
"28370",177.4,105.3
"19257",196.09,87.59
"42302",140.43,76.487
"29437",184.58,44.992
"44217",159.63,95.19
"12278",138.44,112.23
"58638",137.94,119.35
"9493",108.57,106.25
"1887",110.52,72.756
"21466",150,92.333
"40072",157.2,107.03
"19101",168.91,55.857
"11290",142.83,92.779
"27851",156.44,109.8
"33530",148.03,87.273
"32233",127.53,122.48
"50480",147.08,121.01
"2268",128.52,73.108
"45594",139.78,64.951
"62831",147.99,128.65
"808",177.26,112.4
"38152",168.02,120.02
"13992",153.91,91.716
"1345",155.34,78.91
"11982",170.27,132.46
"22460",177.7,98.636
"33164",184.68,126.12
"48660",126.34,66.877
"61223",175.55,108.9
"60515",156.6,97.18
"10577",152.56,130.32
"34397",131.79,52.303
"59038",193.52,82.982
"20227",187.85,102.44
"38661",185.73,110.01
"39087",172.77,123.48
"33018",100.41,97.019
"8735",108.64,79.111
"56921",154.33,92.254
"23373",189.54,133.97
"22291",133.45,81.276
"61530",126.16,97.99
"50748",188.78,76.683
"55672",136.3,85.016
"54275",141.61,93.477
"12671",102.29,76.243
"35346",161.1,110.63
"25497",138.76,104.75
"2024",186.79,108.13
"26379",155.34,130.29
"48528",145.21,102.28
"55035",171.77,68.127
"15076",157.83,108.54
"23044",179.51,104.58
"51909",173.57,101.78
"24202",187.36,104.98
"39463",138.17,97.685
"25716",117.07,104.94
"58050",175,98.82
"31284",199.74,75.258
"37627",102.67,66.268
"14146",180.5,88.394
"42469",168.7,111.4
"25290",169.65,106.43
"49410",147.47,100.59
"32436",202.45,103.49
"10582",138.17,122.99
"62799",167.25,126.8
"21018",143.23,86.367
"29873",161.95,122.79
"47481",142.58,97.308
"64982",122.78,110.79
"19005",173.16,53.547
"15975",135.97,79.846
"25317",122.38,103.19
"7988",153.42,97.342
"51792",178.72,112.46
"13882",173.77,87.101
"53583",153.56,122.85
"10404",158.76,97.719
"3545",173.42,85.116
"33516",156.43,106.34
"25023",128.63,78.723
"38351",149.4,130.51
"42338",177.14,101.71
"60480",102.51,66.243
"53503",131.22,85.286
"37636",184.72,108.51
"15637",183.44,96.783
"30204",143.43,65.816
"48002",155.1,102.45
"27546",127.61,95.088
"12062",137.61,69.367
"28143",141.08,126.73
"19748",138.85,100.88
"7102",164.95,86.983
"33819",130.12,64.516
"16259",152.56,103.86
"63082",174.66,107.25
"32855",157.12,82.582
"23082",138.3,127.87
"54936",173.99,100.28
"65327",159.64,130.07
"7966",116.52,58.865
"36260",170.98,96.975
"27122",181.88,99.872
"15019",155.57,109.77
"13720",175.76,110.57
"52286",142.36,88.449
"5188",171.15,94.439
"64246",145.75,98.864
"59200",116.54,67.507
"55577",121.22,95.877
"59293",153.04,56.62
"38498",148.38,103.83
"62734",148.72,121.04
"15260",169.02,91.859
"34476",161.88,110.31
"28187",183.52,70.104
"8573",105.38,68.519
"65351",159.9,110.07
"45292",127.22,95.028
"20767",106.7,67.355
"54489",150.77,98.682
"50136",186.74,105.19
"10123",164.83,127.47
"64895",150.74,81.36
"24817",131.84,116.85
"44351",137.02,77.987
"3750",180.81,108.09
"27056",144.56,127.71
"8097",150.15,82.721
"51513",108.56,95.698
"48929",169.22,66.957
"40819",168.49,101.81
"13831",138.52,91.308
"16000",67.094,75
"36009",148.85,115.64
"13955",144.06,102.74
"26673",176.76,107.12
"34308",175.76,99.976
"51829",170.89,82.257
"15817",175.58,124.22
"43419",148.94,67.785
"25479",147.61,91.644
"64359",165.63,107.14
"58598",153.97,82.549
"53520",155.56,117.85
"2170",136.9,92.934
"40885",132.03,115.98
"36228",154.97,101.24
"35471",171.89,134.68
"27896",148.45,102.68
"50227",127.67,111.58
"39092",129.4,106.08
"65424",139.91,126.19
"59246",166.16,128.5
"28553",105.42,85.792
"1761",157.07,75.017
"11086",198.4,130.24
"33091",172.91,97.193
"35064",161.39,90.865
"11726",137.73,129.19
"19630",165.44,120.72
"49125",188.91,105.22
"38876",98.742,86.617
"34732",162.1,101.79
"23952",141.08,127.08
"40723",171.95,81.824
"3885",153.31,131.6
"42589",128.5,54.3
"1623",148.59,81.413
"18778",117.88,98.127
"26350",145.78,139.48
"60267",171.01,111.67
"26768",136.74,102.54
"57137",126.34,95.839
"18769",129.76,116.96
"1923",201.27,97.126
"17551",143.97,125.9
"42609",152.91,80.597
"57425",132.6,105.45
"63719",184.34,106.3
"20711",157.87,85.338
"49449",147.47,99.39
"51598",162.24,121.66
"47231",81.168,93.381
"12357",164.91,97.239
"40926",101.41,114.51
"13879",166.07,72.691
"54620",122.25,86.838
"37752",184.21,102.01
"44492",179.83,118.26
"48257",131.87,78.862
"25270",170.37,108.15
"16777",135.53,103.44
"64641",171.57,64.791
"64430",166.25,126.01
"33636",185.27,95.307
"17604",154.95,96.123
"5055",141.91,107.61
"19017",151.91,121.03
"5458",144.37,106.16
"52680",178.41,120.37
"52035",168.46,100.11
"11243",144.84,123.81
"42421",140.68,104.09
"57285",130.56,104.66
"6993",149.81,126.04
"47104",146.68,113.75
"19201",173.26,66.232
"34159",181.6,120.74
"15730",138.91,106.85
"32028",135.06,72.609
"14129",182.54,122.07
"30271",155.49,70.934
"36574",131.88,69.624
"42803",169.6,100.41
"24575",157.56,111.44
"198",163.62,103.44
"16137",163.52,107.89
"55517",144.56,55.24
"17184",169.22,71.38
"35936",99.063,85.862
"27828",172.95,102.38
"914",145.84,95.003
"34652",120.42,88.379
"38908",147.51,82.372
"37934",155.81,98.859
"13837",158.6,129.67
"60282",137.91,86.533
"19828",131.03,100.43
"31847",152.61,97.509
"56371",116.59,113.72
"60753",151.03,105.49
"38733",165.12,138.09
"63096",186.73,81.697
"24332",200.77,120.39
"14329",142.99,104.55
"12744",138.18,102.14
"34103",160.81,87.687
"10211",151.7,98.007
"41793",185.14,67.974
"3151",183.3,122.8
"14283",114.76,129.55
"15876",152.31,106.42
"2438",156.79,106.47
"52625",170.52,90.36
"42806",137.9,117.24
"10119",137.18,86.595
"41453",137.49,125
"62792",200.23,99.132
"16855",166.22,75.667
"42119",163.22,99.458
"17985",138.95,88.948
"56164",175.39,108.13
"38950",158.01,102.23
"16705",152.14,80.424
"22097",181.93,117.29
"15490",158.53,91.573
"64049",158.56,104.34
"62817",151.62,72.848
"4241",121.26,98.512
"32144",113.93,129.92
"63263",119.2,79.416
"10050",138.03,90.778
"5353",157.04,115.98
"32167",142.14,95.825
"7128",149.72,101.79
"11723",175.38,129.55
"44125",144,53.222
"4399",149.72,124.63
"21848",171.6,97.826
"58304",129.68,103.35
"50971",139.75,69.763
"11968",118.6,68.174
"44723",174.07,93.717
"56140",129.13,127.67
"44682",158.16,108.44
"64135",177.79,91.694
"35966",162.93,92.227
"48001",119.19,78.064
