1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
139.11,131.09,135.86,138.26,139.32,129.36,127.15,128.16,140.02,151.06,168.77,156.14,128.71,110.57,117.96,149.47,152.53,144.81,140.53,150.9,165.09,157.8,134.86,146.87,176.11,164.13,122.04,133.73,158.68,163.7,162.4,158.72,165.85,181.1,154.54,130.37,129.67,140.72,163.67,169.98,160.5,162.5,163.92,145.86,136.89,156.17,171.61,167.91,178.6,152.63,133.9,143.11,153.72,166.72,165.04,158.55,166.09,170.24,144.19,135.49,144.69,153.24,131.67,117.37
153.41,173.65,168.81,143.56,130.35,128.61,138.26,132.69,142.4,157.31,147.23,164.19,175.49,153.2,153.59,166.74,111.07,129.01,152.8,175.52,186.62,179.57,153.89,141.62,96.53,100.91,140.51,160.43,171.33,182.99,162.98,128.94,116.01,105.96,124.88,142.78,149.17,150.59,157.12,159.55,111.88,119.26,140.33,146.15,130.83,117.82,138.18,147.39,122.2,140.78,158.52,154.32,149.13,146.49,145.82,136.5,140.55,159.85,159.91,148.56,136.89,148.33,156.47,132.78
118.62,141.01,152.81,168.03,141.41,124.15,138.97,136.46,111.73,147.31,160.7,160.62,153.6,132.28,135.9,145.14,118.33,147.02,170.83,157.46,155.74,146.09,132.31,137.03,121.4,122.18,146.66,156.96,138.06,125.38,116.72,126.98,167.67,139.29,136.53,159.33,157.86,136.33,113.62,116.62,166.38,148.29,139.72,158.67,148.09,136.92,148.63,153.49,168.41,161.82,121.14,126.32,135.11,147.42,160.77,155.34,173.09,182.1,144.64,136.93,148.17,143.57,142.49,134.53
143.01,150.6,160.42,160.71,164.4,152.44,153.82,142.38,121.96,134.68,145.74,164.03,181.31,169.5,157.71,155.43,114.25,135.27,140.18,149.3,165.4,178.53,151.04,133.43,104.48,117.84,123.27,131.3,154.31,161.38,147.88,142.54,129.23,122.44,106,117.11,148.51,158.39,137.21,149.14,145.06,131.68,126.88,144.93,148.47,155.14,162.95,163.81,114.44,124.9,139.49,163.36,145.36,152.76,173.18,184.9,116.58,115.72,136.69,162.22,158.65,164.19,158.31,164.26
122.28,121.07,136.34,164.09,171.49,167.5,153.3,135.84,152.38,127.52,118.93,129.54,143,158.57,151.06,151.81,175.74,147.46,118.52,121.37,136.1,153.13,165.03,176.83,158.84,142.32,128.27,145.72,165.58,159.51,159.04,164.26,127.97,124.69,122.21,153.88,172.33,171.28,161.03,140.1,120.95,131.91,123.9,130.22,147.55,171.48,181.28,146.61,136.59,128.23,126.86,123.36,126.28,155.28,178.21,158.12,152.08,142.22,137.85,135.93,126.97,124.85,149.71,151.94
144.6,158.24,156.54,130.02,144.2,146.98,144.31,137.42,151.11,164.84,160.35,147.28,157.32,169.6,171.75,141.76,154.7,170.93,175.31,155.96,132.78,145.89,143.09,140.57,151.2,175.8,178.51,167.96,137.8,114.81,124.91,130.76,119.11,129.4,144.32,155.41,163.62,127.37,106.65,114.58,125.3,112.96,123.22,147.78,172.41,161.71,113.68,90.13,163.87,161.56,136.05,127.47,152.27,152.68,124.22,115.09,132.77,153.77,139.71,109.24,108.16,124.71,125.55,128.72
105.11,104.67,117.24,132.64,120.32,119.85,132.25,133.11,124.45,128.66,125.11,150.99,144.23,136.57,146.92,164.51,122.73,135.54,128.75,123.59,141.36,153.37,159.12,156.22,131.3,132.14,135.26,122.72,135.65,160.54,174.01,148.87,124.98,126.1,136.14,134.69,129.55,141.87,156.67,136.55,123.12,122.17,128.14,131.85,114.31,109.33,105.28,111.77,122.53,137.41,156.59,158.59,121.35,115.43,124.98,126.38,144.96,132.35,147.21,162.47,153.21,126.2,141.07,137.74
144.26,132.2,140.19,161.19,189.46,157.34,103.98,120.33,118.7,128.71,144.17,149.85,151.25,149.96,124.9,130.23,129.89,152.74,135.97,114.95,129,134.24,128.29,160.49,135.5,149.51,150.01,129.4,120.67,124.1,122.88,137.88,125.68,137.19,137.5,131.49,128.98,125.05,131.75,137.28,138.09,153.83,130.52,139.01,147.24,135.32,139.39,145.16,143.8,141.3,127.73,127.12,128.15,134.41,152.72,162.1,144.15,132.08,127.69,120.03,121.27,128.09,157.73,178.35
148.21,121.64,121.55,111.92,117.4,140.38,165.26,172.8,159.45,132.73,125.25,115.55,110.69,129.15,154.02,174.59,128.24,119.56,120.77,124.43,116.28,126.79,136.02,140.23,109.05,131.04,135.66,115.19,101.15,113.48,128.29,136.8,142.97,147.07,152.64,146.55,111.96,95.165,117.91,134.05,151.61,154.77,152.94,149.09,130.64,126.91,144.69,143.05,176.15,170.38,134.88,105.78,100.46,137.97,174.74,190.01,173.24,170.31,139.82,137.82,161.19,160.8,152.8,160.89
134.32,116.21,127.95,162.36,182.87,161.11,143.86,152.43,113.98,125.28,148.83,156.24,129.58,141.37,164.59,170.67,118.89,134.89,141.43,143.51,130.04,135.08,145.47,145.84,123.85,122.81,114.58,128.83,143.11,147.66,141.13,147.78,140.71,116.27,103.34,124.88,143.74,138.19,142.53,152.86,137.16,140.11,138,134.1,133.48,130.94,136.29,145.86,130.26,140.76,158.4,163.42,155.69,123.98,115.64,125.59,144.03,145.57,151.28,150.44,136.76,116.01,124.71,152.78
167.44,177.34,171.63,133.83,119.57,116.51,124.76,146.57,157.18,171.4,181.11,130.75,108.94,118.89,135.47,148.18,145.26,158.72,150.97,120.61,112.35,131.27,137.43,147.1,128.74,139.53,149.42,139.62,124.45,146.12,140.44,133.26,131.17,147.71,140.74,123.73,134.81,158.52,164.65,148.18,123.5,130.86,146.68,140.71,145.91,151.45,148.96,152.13,120.42,116.52,145.01,144.5,139.1,145.66,139.32,134.61,121.02,129.51,158.32,162.35,140.87,153.14,160.25,151.17
167.64,157.21,143.67,156.25,155.05,171.2,164.87,162.66,145.94,171.72,161.76,142.85,137.35,140.58,142.23,152.99,128.88,150.24,154.66,154.63,133.64,135.94,148.67,141.78,133.77,148.15,152.18,147.85,144.11,134.35,139.3,150.73,154.24,147.75,156.4,154.29,147.33,115.27,106.86,124.93,153.06,143.37,140.87,118.16,106.7,111.54,122.08,120.39,138.77,149.7,145.51,106.64,104.71,128.35,148.25,135.64,136.09,141.76,150.72,124.47,104.85,135.1,156.67,162.3
133.94,124.71,139.69,117.64,89.893,117.69,135.2,162.81,129.01,146.54,148.88,133.42,118.82,136.37,141.76,142.64,127.51,152.24,172.91,155.12,124.77,132.45,156.81,148.61,139.66,130.12,149.4,143.79,114.84,114.95,152.83,164.17,140.74,137.53,162.02,171.37,150.75,129.88,130.11,123.28,136.88,147.7,165.42,168.1,176.13,179.88,145.5,91.241,166.84,170.24,165.98,164.77,175.86,178.49,142.32,100.34,165.04,183.05,175.76,155.25,145.73,146.78,129.48,115.89
161.12,166.24,156.02,140.94,149.27,148.98,127.53,119.75,162.51,180.01,166.64,142.83,153.88,152.72,127.57,132.16,151.62,172.38,177.18,164.29,134.14,119.43,125.17,138.12,127.35,135.45,161.8,165.93,148.04,118.85,128.86,123.91,109.86,130.16,159.11,161.15,166.86,137.91,116.15,111.78,108.05,127.63,146.95,137.75,149.8,148.91,120.42,116.4,137.96,136.59,132.28,123.99,149.82,149.27,127.38,128.61,159.47,153.98,130.59,118.91,119.01,119.86,127.76,128.9
173.1,159,147.67,114.34,105.04,124.4,135.62,130.5,153.31,152.6,148.37,116.66,126.27,131.72,133.14,119.72,164.39,173.62,164.97,134.9,135.2,119.67,112.24,112.29,146.22,157.69,148.19,133.79,134.48,120.9,129.28,131.83,148.42,130.12,120.42,118.34,120.46,111.23,139.22,129.36,156.49,126.93,109.22,135.19,144.82,122.45,128.69,130.21,141.57,120.03,115.24,141.03,146.86,131.51,120.06,120.17,157.56,128.21,119.26,113.92,139.69,143.4,107.5,102.93
148.31,129.77,102.03,115.96,153.56,147.82,105.35,92.856,149.71,143.97,101.68,105.44,140.91,150.47,114.73,94.238,145.86,156.63,140.25,113.89,121.68,149.03,145.9,101.95,137.91,149.59,143.43,116.48,131.7,156.41,154.49,114.48,147.21,130.22,110.52,117.29,143.74,153.91,139.85,125.02,136.85,111.93,96.631,128.62,161.23,162.67,143.88,134.95,137.37,143.17,128.37,132.06,145.72,144.92,142.91,125.72,154.11,162.81,141,115.71,126.13,148.01,158.94,154.07
146.6,155.86,132.35,110.78,136.15,167.51,157.67,143.4,128.79,131.22,114.21,116.68,127.76,141.54,145.87,141.49,132.61,129.33,137.52,129.06,121.81,130.45,124.56,133.45,137.94,146.35,152.85,150.17,132.84,144.17,142.58,131.34,132.35,156.59,155.51,149.72,132.2,114.09,128.86,156.86,144.02,160.86,168.25,154.61,130.66,101.09,121.41,152.67,139.37,140.43,144.47,124.63,116.19,108.16,121.57,138.59,110.73,112.29,123.04,106.96,110.13,151.87,176.93,171.32
147.43,164.2,134.71,119.22,138.51,170.16,182.54,189.4,177.4,178.65,160.19,132.24,139.19,150.91,177.03,180.37,122.64,150.6,145.88,113.42,109.29,119.99,154.18,157.22,89.948,89.447,109.19,104.87,92.764,100.05,144.23,145.74,91.38,90.859,120.81,116.21,123,118.44,125.59,128.14,108.27,102.91,110.64,119.75,132.01,128.01,116.4,124.71,98.372,88.199,106.01,138.54,131.18,128.5,138.6,153.87,92.421,106.02,99.038,103.2,113.21,119.19,143.44,158.2
125.04,129.86,119.53,109.07,99.81,102.22,117.74,141.89,118.45,128.43,149.11,155.33,118.01,100.34,98.796,114.73,114.2,131.25,130.56,132.92,134.11,139.26,123.47,109.92,116.8,118.3,103.88,105.64,123.52,150.76,153.91,125.74,91.441,94.297,106.91,132.86,120.82,126.47,126.55,120.17,87.417,92.843,128.88,141.12,125.68,110.04,105.66,121.21,126.29,112,112.98,107.05,130.48,136.4,115.5,137.2,144.32,120.73,100.82,101.86,121.12,130.33,117.04,131.76
117.56,108.45,118.49,115.77,104.4,107.71,109.36,118.07,133.27,112.6,113.51,130.88,120.91,113.1,119.5,132.76,146.46,119.12,119.2,141.08,130.08,110.99,112.08,139.38,114.13,138.63,141.62,133.74,114.89,101.73,102.69,129.13,132.91,150.75,141,118.89,103.95,116.38,124.49,113.11,109.73,129.86,123.09,90.453,88.019,126.91,141.87,130.43,100.94,95.701,114.5,110.61,106.34,126.85,134.02,130.24,111.73,89.483,113.74,128.96,137.63,126,119.41,131.26
160.04,170.57,164.86,151.97,151.39,156,171.46,182.39,147.57,168.71,174.09,166.82,138.09,142.75,169.34,187.56,131.7,137.86,151.62,159.91,150.65,137.47,151.17,172.25,136.52,136.08,123.09,126.28,150.99,142.14,132.15,165.65,139.04,151.96,139.85,140.29,141.29,121.67,110.31,159.43,141.15,129.45,149.41,162.83,151.68,138.07,130.6,128.77,151.01,136.51,138.77,161.68,149.1,144.23,135.78,117.83,138.06,151.85,152.67,164.08,164.17,163.67,150.78,133.23
126.91,139.3,133.52,143.76,158.31,164.21,173.95,152.14,152.29,154.68,139.55,144.89,148.97,161.31,173.53,162,163.01,166.07,161.85,160.3,135.52,149.88,162.43,163.2,161.27,165.41,159.14,166.68,147.49,135.06,157.82,171.32,146.2,153.3,155.46,148.2,134.48,140.05,150.66,160.65,152.98,161.89,148.68,131.76,119.79,120.59,131.62,148.4,160.01,164.62,157.92,167.18,168.51,124.14,118.77,140.61,160.27,173.77,163.06,176.57,194.39,178.18,144.85,131.69
151.84,169.57,171.83,165.1,165.94,175.58,170.01,154.59,150.96,144.97,151.22,160.47,161.11,177.28,184.4,175,156.03,135.19,147.16,156.97,164.38,176.95,173.04,173.84,156.58,131.26,146.56,160.79,165.87,177.19,167.76,170.65,156.39,149.92,139.96,159.95,159.7,158.57,170.83,184.87,155.25,139.49,141.75,142.95,158.14,157.73,154.88,163.32,182.9,148.13,117.77,138.38,147.15,142.34,160.94,171.57,174.29,146.09,128.95,159.94,169.77,145.83,155.85,171.78
154.74,135.89,131.55,150.53,165.47,150.55,134.28,153.45,163.85,142.86,136.64,149.92,147.66,162.79,150.87,149.73,161.05,161.36,144.48,150.91,152.02,160.44,171.32,142.95,149.26,161.71,151.68,145.7,161.13,164.79,164.34,152.13,168.15,163.98,143.11,146.74,164.56,166.85,153.4,160.29,165.11,162.35,145.23,146.26,164.65,176.12,161.95,161.6,144.17,151.63,140.72,132.37,154.88,180.58,177.3,156.24,150.25,166.91,162.64,136.63,156.84,167.28,147.49,154.21
158.36,174.87,173.68,145.97,139.77,145.68,134.82,145.82,148.14,166.57,178.83,171.34,145.46,142.15,142.25,160.61,165.37,165.52,157.96,156.03,161.43,164.53,141.85,145.87,155.28,164.86,168.65,163.34,152.18,161.01,165.43,161.62,131.62,146.92,173.71,188.7,147.59,143.6,159.89,156.63,116.28,141.27,157.32,186.76,158.08,123.53,140.68,151.43,130.52,134.81,146.39,178.82,175.23,142.51,148.66,150.25,150.81,139.71,143.19,172.42,188.6,181.83,145.85,134.58
157.35,146.36,137.09,152.52,173.75,190.44,145.1,115.66,160.31,164.65,160.05,129.79,126.28,154.21,140.33,130.15,155.07,166.95,175.26,156.89,128.7,141.91,148.95,146.47,146.93,161.98,167.53,179.67,155.73,141.83,159.5,165.98,143.53,161.55,175.08,166.96,148.71,138.97,158.01,168.1,147,155.46,175.26,161.87,139.84,135.46,152.04,159.84,137.6,144.48,164.42,173.79,173.5,150.33,144.49,150.82,142.14,130.99,152.02,154.75,175.53,179.01,151.66,154.46
137.19,130.57,157.66,156.22,171.43,203.73,170.29,154.48,146.65,126.45,138.69,158.12,149.03,173.8,171.4,143.95,182.61,155.27,138.34,161.93,164.16,138.14,131.91,136.62,195.93,169.27,134.53,147.89,174.45,156.44,124.3,130.01,184.12,177.85,153.33,140.83,163.38,159.79,139.07,136.15,158.79,168.79,157.79,148.84,159.82,166.78,163.78,166.43,153.62,164.44,157.75,161.06,163.13,163.59,168.97,169.05,145.39,132.06,150.88,170.1,176.59,183.41,150.89,150.55
154.28,129.53,126.5,139.75,155.22,180.86,151.88,144.79,161.47,151.24,135.61,130.01,132.72,147.47,151.72,138.16,154.32,146.86,138.09,136.95,133.02,138.43,159.96,142.18,143.97,133.4,137.35,147.53,158.23,149.71,163.02,138.13,150.75,123.78,126.74,148.22,169.35,162.6,147.05,139.86,164.75,142.28,121.91,148.63,173.71,163.91,142.35,156.59,160.96,146.84,127.89,128.18,152.59,159.21,146.86,150.71,140.36,131.8,150.88,140.69,141.01,167.26,171.07,145.46
148.16,138.14,162.66,157.76,156.75,183.08,185.5,151.45,155.35,142.25,158.96,149.97,156.86,187.64,190.63,170.26,194.78,175.07,156.68,129.93,133.31,153.74,157.57,172.16,193.38,196.51,170.41,136.95,133.09,134.34,149.63,164.77,171.56,179.43,166.99,146.38,152.52,136.15,130.58,142.6,173.28,162.5,153.06,163.99,174.59,153.12,118.03,130.14,175.61,178.06,152.62,162.64,175.36,163.77,136.63,128.48,166.88,171.3,159.97,161.07,165.74,141.93,142.79,144.5
160.78,171.87,170.26,167.12,159.8,149.87,151.01,142.18,139.94,163.27,184.26,185.7,143.78,148.65,169.49,164.4,127.07,164.19,181.29,190,165.32,142.11,159.66,170.96,138.87,130,142.53,165.43,180.04,178.55,148.03,149.04,154.68,131.74,132.13,143.98,154.06,174.47,162.28,155.62,142.86,129.67,138.81,154.93,157.5,163.61,167.15,172.86,126.21,120.54,125.65,144.05,152.24,163.46,157.39,156.87,137.21,131.29,130.77,127.89,136.16,151.22,139.41,131.31
141.88,147.12,161.71,145.31,136.47,155.97,154.56,136.83,147.08,135.27,161.58,166.54,133.74,144,153.47,144.5,151.82,139.88,144.78,149.75,136.25,140.52,129.14,127.81,142.32,149.35,137.43,126.84,144.99,159.45,154.64,137.87,150.07,152.69,142.34,125.91,144.63,152.65,172.98,153.58,163.84,152.4,128.52,120.86,135.18,156.66,169.43,149.38,154.67,158.19,150.17,133.83,138.42,141.09,158.66,146.44,131.25,130.55,132.81,152.88,150.41,134.04,137.47,151.03
108.16,107.48,116.48,129.69,133.76,129.8,131.78,126.42,121.34,100,123.31,137.22,119.15,115.3,144.73,141.53,175.6,121.34,136.64,161.14,137.48,128.77,154.08,169.68,150.39,133.38,147.28,153.76,163.11,169.49,164.73,158.81,144.29,116.7,119.32,130.81,160.73,184.63,172.18,138.5,152.73,138.69,150.81,135.8,130.51,152.53,168.39,137.21,128.51,137.2,161.43,173.91,157.69,135.48,164.99,157.48,137.95,143.26,150.38,166.44,170.37,138.13,145.43,169.09
143.84,156.07,140.1,142.7,145.02,116.08,121.57,148.51,173.4,185.34,163.95,138.01,132.07,117.32,106.2,120.47,160.26,178.36,167.94,138.98,143.48,153.71,131.26,127.18,145.1,134.36,131.61,133.95,153.87,171.4,155.22,134.62,169.88,145.04,127.56,139.1,142.27,149.61,146.04,131.99,148.13,151.4,159.15,160.53,139.53,140.67,159.58,161.22,132.62,135.01,157.87,168.37,150.19,152.21,172.39,185.43,111,135.48,168.38,173.52,178.33,179.21,166.29,159.37
116.09,119.76,146.96,167.56,172.65,192.74,178.54,127.39,144.53,126,127.94,142.76,156.24,180.72,197.02,159.65,137.46,140.59,157.77,154.84,147.48,164.21,185.97,178.25,127.38,159.31,178.05,169.91,153.48,168.8,176.02,182.14,141.17,157.95,166.66,172.57,161.93,155.81,161.79,156.86,143.69,146.48,149.89,170.67,167,140.4,146.55,143.79,154.75,163.75,157.95,150.74,165.3,146.79,135.98,139.28,145.1,179.84,188.82,151.95,130.71,140.63,133.74,123.2
133.85,152.41,161.96,150,119.86,121.02,147.9,143.02,148.5,122.46,109.13,114.65,121.25,134.9,155.09,168.16,122.66,118.67,148.72,143.28,132.25,155.83,159.13,173.52,144.08,157.89,157.64,159.86,148.97,158.19,164.73,163.96,129.35,134.02,139.75,159.04,170.39,156.93,139.92,154.02,143.75,141.37,144.93,159.43,145.64,130.47,124.53,142.16,156.21,170.66,158.84,148.08,144.3,134.68,142.07,152.69,150.55,170.69,149.3,133.83,129.8,132.54,140.52,154.43
130.12,148.28,143.29,131.73,120.37,134.9,136.83,129.2,147.96,158.78,153.08,112.22,95.207,123.55,154.53,159.09,153.76,173.77,170.94,140.8,108.13,125.24,151.69,163.48,149.06,151.19,159.99,158.43,151.76,135.44,139.08,135.58,167.34,154.01,148.76,158.4,178.11,159.43,141.72,124.18,163.11,159.99,151.71,147.93,162.01,166.22,165.3,139.74,162.72,154.93,168.72,163.67,155.79,141.79,159.6,152.74,156.12,152.76,158.2,153.94,158.86,153.55,151.49,146.17
138.38,176.16,162.81,141.22,150.53,167.99,159.42,140.37,138.91,157.4,172.98,156.52,150.61,172.66,162.74,156.23,159.66,150.45,162.43,142.59,148.9,166.07,155.89,154.33,157.38,168.26,176.76,158.27,160.14,171.79,182.05,157.94,153.07,168.91,173.09,174.8,161.56,165.12,167.74,144.35,142.51,157.51,159.69,168.11,156.64,134.54,131.72,127.26,143.52,161.1,166.15,172.62,184.46,153.55,136.22,134.44,140.15,154.18,157.97,171.46,187.2,164.68,140.76,134.5
124.75,125.91,144.71,164.91,162.27,161.57,133.94,117.2,133.82,127.18,126.35,133.37,151.61,170.51,163.61,125.48,150.83,161.24,143.19,121.09,143.6,159.11,157.91,127.72,133.58,145.3,153.7,135.65,128.1,146.67,148.89,126.06,136.44,145.59,149.04,147.7,134.14,149.42,183.29,195.42,134.95,143.13,142.1,170.81,170.22,153.52,173.04,186.81,145.81,144.2,149.07,163.79,186.73,182.96,159.62,158.66,141.56,146.46,131.85,135.34,159.3,184.73,163.44,149.92
132.42,135.9,118.67,114.41,125.83,151.99,142.9,140.31,161.59,144.42,138.55,154.31,146.3,140.05,124.45,126.06,157.37,151.78,143.77,147.09,139.83,155.23,160.52,146.09,146.48,153.37,138.01,116.06,129.53,147.62,143.11,148.99,140.39,150.01,152.26,149.49,131.76,132.81,128.65,129.18,118.06,128.06,147.32,165.46,150.79,118.69,118.57,124.37,119.57,127.67,141.25,152.28,131.16,109.21,119.81,116.59,113.66,119.42,135.72,152.02,148.8,125.43,133.13,121.27
156.48,149.58,139.08,142.62,139.82,132.68,143.45,141.62,161.2,155.12,150.64,161.93,145.44,134.58,132.78,141.84,187.7,172.95,149.11,169.87,160.72,130.33,130.44,146.85,160.84,170.19,154.4,140.55,128.26,129.67,149.48,158.63,133.22,137.79,149.32,154.04,136.65,125.09,146.98,153.43,137.53,148.56,169.79,168.18,141.28,133.03,146.44,155.17,156.85,148.77,177.3,170.9,139.59,147.31,167.8,165.99,163.78,138.1,158.51,171.25,142.43,128.68,141.96,154.1
155.91,161.12,181.98,184.18,174.31,136.84,120.24,124.96,171.94,163.37,159.39,135.38,133.05,160.96,174.06,149.35,157.74,168.12,175.07,150.56,127.67,139.94,148.65,131.87,154.05,167.17,172.9,155.36,126.99,141.97,153.3,144.84,137.75,146.01,147.57,115.37,110.95,137.96,162.89,170.64,133.32,143.01,142.47,120.3,118.28,142.08,166.78,181.72,181.07,152.83,129.23,112.45,105.08,122.25,145.88,155.96,158.52,145.63,150.58,144.54,125.26,126.01,134.7,124.12
