label0,label1
151.59,123.56
164.52,123.4
148.18,110.38
167.46,106.18
147.39,100.31
165.19,105.6
160.79,116.49
190.04,104.42
174.25,105.88
147.97,95.495
112.9,85.062
117.09,61.779
140.79,65.167
173.05,70.84
108.8,74.522
118.71,69.444
146.48,83.756
173.41,91.174
152.61,91.2
164.53,107.26
168.04,102.23
142.91,109.87
194.85,107.98
163.76,84.705
177.34,114.99
140.83,117.35
144.32,118.81
175.36,126.67
170.2,110.46
117.51,122.3
167.09,127.35
108.99,128.27
177.02,128.09
146.57,129.98
201.51,117.11
119.88,108.79
152.31,98.448
124.47,108.14
147.76,113.35
160.67,109.48
117.24,114.83
178.13,99.899
113.78,80.4
120.9,64.079
161.22,69.858
161.63,66.362
152.68,71.562
127.56,82.499
174.13,82.807
168.94,74.141
173.6,91.823
172.35,100.88
162.45,103.2
164.06,111.55
148.58,104.47
150.41,94.155
166.03,99.794
144.97,119.2
158.9,122.52
156.01,127.5
128.01,113.04
159.35,129.06
184.8,111.96
203.85,131.39
185.76,126.8
124.84,127.53
170.42,122.7
113.79,95.73
130.11,94.459
136.51,109.87
167.21,121.72
162.09,112.31
198.24,110.25
119.7,88.618
138.76,80.818
127.9,73.852
164.24,61.339
168.13,67.043
107.01,74.263
127.52,62.53
91.231,73.393
153.58,81.821
178.74,88.712
157.07,105.11
127.84,107.56
156.24,104.22
147.13,108.64
120.62,91.349
167.93,95.543
160.66,121.87
136.92,122.21
178.79,128.3
165.37,105.84
152.31,126.65
187.99,125.77
163.58,137.6
172.8,128.47
139.56,126.11
151.35,116.04
177.04,98.343
172.89,107.42
163.99,106.23
94.169,113.85
100.9,106.41
130.8,105.74
182.22,81.019
178.57,84.408
188.55,80.473
112.3,55.479
180.33,69.228
140.61,61.625
154.77,70.751
139.17,64.461
171.06,87.204
185.42,85.312
168.16,102.07
144.8,108.65
154.8,105.92
151.7,109.85
162.5,87.888
177.79,110.21
126.78,120.9
162.73,123.46
202.45,131.67
179.93,92.264
128.3,131.9
115.84,127.59
142.26,133.57
132.49,111.01
145.52,126.65
138.21,109.19
149.05,104.45
141.53,107.41
190.25,95.692
152.57,103.03
159.86,96.123
175.79,102.86
176.72,82.639
122.18,79.557
149.74,72.217
125.08,52.511
118.03,71.498
153.81,65.917
133.56,79.273
122.53,67.619
177.06,93.321
148.33,90.724
170.49,105.98
184.64,104.81
156.98,106.27
161.06,107.96
164.23,76.03
182.81,110.43
145.81,121.16
182.39,130.16
163.45,109.18
142.83,94.318
141.59,129.19
157.41,133.37
151.89,129.57
184.04,114.24
160.11,128.18
141.67,100.78
156.3,69.699
152.16,71.055
135.58,82.208
170.7,84.521
152.4,78.646
128.75,95.514
125.23,85.791
139.3,82.587
160.97,74.609
160.69,52.374
146.67,70.719
150.64,74.797
145.77,76.823
133.28,67.935
122.7,88.86
173.72,96.419
138.91,98.415
165.93,107.67
153.8,106.24
176.23,105.47
168.18,75.121
137.44,112.36
153.22,114.49
161.19,129.5
175.21,110.43
167.15,106.48
178.46,129.52
161.84,130.67
168.36,132.53
149.48,123.15
160.92,125.08
138.14,98.609
122.09,100.6
173.55,92.58
140.26,83.949
167.33,85.657
163.06,77.086
164.46,87.791
194.45,81.276
149.66,82.468
146.62,78.041
137.15,47.124
151.14,68.59
137.64,69.542
171.27,79.853
125.02,70.471
170.19,98.852
137.36,87.466
188.09,101.9
155.38,101.92
186.59,106.46
159.67,108.42
163.78,73.318
167.92,107.17
190.11,86.437
170.87,127.09
166.95,118.42
166.57,110.35
143.91,128.54
118.01,121.15
127.79,130.18
157.6,127.74
140.61,125.03
134.11,97.466
115.9,97.31
169.49,92.415
121.75,75.107
163.03,74.462
123.14,94.148
155.72,83.174
124.54,82.236
153.48,84.475
143.78,76.899
192.85,53.797
149.91,59.406
196.88,70.836
120.6,69.285
179.32,66.066
175.53,94.228
157.92,87.323
162.78,102.72
169.34,108.31
128.55,109.55
169.66,114.68
164.43,83.632
170.89,91.32
167.95,94.021
156.22,125.78
153.43,117.59
134.07,110.76
110.5,128.09
132.57,126.42
188.72,135.67
164.83,118.33
190.86,118.15
136.66,93.031
132.09,82.297
182.06,93.139
127.36,69.868
186.34,71.445
138,97.094
153.67,83.377
123.15,93.57
144.51,85.814
89.787,74.284
161.82,59.747
160.98,63.378
130.77,63.384
195.76,71.076
106.96,73.112
166.94,80.386
160.98,84.166
159.45,104.38
115.84,107.6
157.22,98.557
148.14,104.8
199.23,82.034
159.53,94.667
183.07,108.44
176.34,94.178
126.9,128.36
162.68,111.92
120.41,123.93
111.47,125.84
166.79,132.62
136.19,129.31
148.36,128.55
143.82,82.225
147.96,81.325
162.77,85.413
195.5,102.25
181.7,100.13
174.55,110.05
106.99,91.463
144.65,99.973
123.96,94.648
192.9,76.219
135.3,60.788
177.01,64.004
161.07,67.296
164.36,91.268
160.76,77.144
183.25,78.649
187.13,84.134
196.91,103.54
162.32,96.952
158.06,104.65
157.78,108.67
134.79,72.011
171.8,95.154
187.45,103.8
154.28,100.82
172.84,119.16
158.33,107.88
156,126.56
130.86,119.09
181.77,127.87
169.72,131.21
129.47,129.11
141.48,107.4
172.4,78.336
168.43,93.189
133.78,91.232
195.36,106.15
129.49,95.322
109.47,88.955
155.75,101.62
133,94.695
121.12,83.615
160.08,69.832
139.79,59.862
115.47,66.658
146.43,78.695
171.56,82.204
200.95,73.999
139.68,89.916
160.33,101.04
159.67,101.99
156.26,101.39
131.02,107.1
159.5,87.318
178.25,104.03
160.91,104.73
174.11,106.69
192.46,119.83
158.05,109.56
145.25,132.86
158.61,126.92
164.7,133.21
170.73,130.09
147.76,127.97
173.21,108.01
168.64,104.64
160.33,82.156
183.55,78.31
159.84,109.09
167.94,98.183
136.45,94.77
191.72,99.534
115.3,100.3
120.92,83.468
168.91,65.702
170.55,56.455
156.88,71.361
132.76,71.964
164.04,75.14
180.22,79.832
178.06,90.691
192.92,109.77
192.61,104.91
150.13,99.114
154.54,113.66
156.38,80.35
207.32,108.97
163.93,108.35
124.66,109.35
155.35,121.27
206.13,109.63
162.9,125.79
175.94,125.47
194.82,132.75
135.41,129.69
107.44,126.35
160.1,103.82
173.14,86.741
160.62,79.607
168.52,102.59
144.85,95.949
145.1,111.72
132.56,93.822
175.14,102.82
153.34,102.55
153.79,86.187
131.01,76.622
192.69,52.89
161.3,61.734
180.92,67.224
129.09,73.437
167.87,95.247
154.48,87.027
175.25,104.18
174.11,104.63
174.88,103.71
163.78,110.46
159.85,83.539
177.26,112.4
186.55,112.64
163.97,120.33
167.49,103.11
204.67,92.376
167.35,131.88
179.84,128.36
133.57,132.82
166.92,134.66
178.07,129.6
171.6,111.2
174.81,83.636
152.38,100.15
162.55,106.42
138.78,88.875
158.25,112.54
130.26,94.6
128.86,101.38
153.65,100.91
148.55,88.696
116.74,80.05
111.03,55.662
138.3,63.631
136,64.21
140.61,71.231
129.15,90.642
167.2,84.88
182.98,102.48
155.12,102.44
169.7,92.959
191.74,104.88
148.83,79.493
124.82,114.67
168.11,96.245
128.69,118.94
149.03,118.22
198.5,92.791
136.35,125.15
205.07,122.99
191.93,127.44
155.72,131.62
116.45,130.5
172.96,95.704
156.95,89.855
135.42,98.802
152.6,97.365
166.24,99.358
181.72,115.28
166.92,98.889
184.65,104.22
151.6,97.528
174.32,90.853
86.006,98.419
162.83,68.599
118.75,70.535
103.59,68.542
145.61,77.367
167.52,90.176
183.18,84.085
156.17,93.323
158.55,99.081
180.97,97.174
203.31,102.93
150.52,83.973
160.58,115.53
191.76,98.267
162.6,112.52
119.36,114.37
198.41,88.109
210.65,125.65
163.65,118.72
156.54,134.37
179.3,138.14
192.63,127.57
149.93,88.102
179.39,104.31
170.02,100.17
142.28,96.917
143.48,111.48
170.48,109.63
167.17,90.557
154.88,100.11
200.6,99.864
136.42,91.342
176.24,93.389
133.07,79.389
132.69,76.57
160.33,91.047
171.8,82.567
159.71,82.251
150.38,89.328
193.17,98.581
174.09,98.155
154.17,101.42
169.27,103.63
146.22,90.81
137.61,110.7
154.45,88.764
174,113.4
203.37,116.24
202.09,101.26
162.59,129.28
157.73,122.94
189.44,128.34
196.24,139.61
139.99,130.3
145.84,95.003
136.59,101.6
154.49,93.811
184.95,86.036
158.94,108.3
116.23,104.06
152.48,86.897
102.28,96.699
145.83,96.713
184.77,88.258
141.52,90.329
149.04,76.663
125.22,86.268
116.67,105.91
137,108.42
143.29,81.139
137.44,87.378
157.4,100.67
126.27,99.546
185.59,106.82
168.11,100.83
201.91,94.521
197.33,107.68
146.7,108.36
119.34,110.04
189.27,122.13
143.26,104.71
169.57,126.11
151.06,123.63
192.88,132.49
155.35,133.29
171.3,131.48
156.1,85.347
139.49,103.77
183.26,96.22
160.27,110.71
153.58,114.72
131.99,118.35
158.53,91.568
144.7,93.429
152.1,89.693
175.77,93.563
129.24,89.517
155.1,81.554
120.69,89.877
119.11,103.56
119.42,112.15
149.05,86.313
129.04,88.549
150.82,96.333
150.83,99.143
139.82,101.85
172.81,105.58
171.26,88.394
140.89,102.28
134.95,114.56
154.51,91.242
179.81,129.07
175.38,99.614
178.36,125
202.43,125.87
148.53,132.79
125.42,135.77
166.22,135.16
178.67,112.44
155.55,98.346
150.42,92.214
133.4,111.33
113.44,117.1
156.7,104.98
111.46,100.96
152.2,87.124
171.29,86.194
119.08,89.379
161.24,93.449
108.53,77.766
174.17,76.58
102.98,113.86
111.46,108.97
135.9,83.742
172.89,87.912
175.3,92.017
184.05,99.742
168.73,101.51
148.98,110.8
190.38,92.097
165.3,105.93
166.74,113.2
172.93,108.78
165.72,128.61
135.3,104.8
130.08,134.27
131.22,121.76
161.48,130.04
125.86,132.33
174.96,118.3
163.09,114.29
138.53,92.675
146.52,90.443
144.81,116
102.55,114.26
175.89,100.75
131.18,105.16
155.05,94.242
128.29,86.12
106.08,93.764
122.97,98.263
145.73,75.507
175.99,97.784
149.07,119.33
140.06,109.51
167.28,89.581
190.96,68.942
153.68,95.562
151.56,85.126
158.88,89.904
149.12,94.296
142.25,76.551
153.49,81.173
130.02,101.54
140.31,94.016
123.3,102.32
147.29,69.662
131.09,111.66
173.65,108.22
141.01,117.79
150.6,127.13
121.07,104.14
158.24,107.61
104.67,102.92
132.2,109.48
121.64,97.557
116.21,103.54
177.34,102.95
157.21,101.51
124.71,63.843
166.24,90.708
159,93.218
129.77,63.42
155.86,67.084
164.2,61.74
129.86,70.89
108.45,58.525
170.57,78.078
139.3,74.1
169.57,89.758
135.89,91.702
174.87,96.624
146.36,95.525
130.57,85.009
129.53,89.68
138.14,105.62
171.87,100.4
147.12,105.5
107.48,88.289
156.07,119.07
119.76,111.63
152.41,119.8
148.28,123.49
176.16,87.139
125.91,112.32
135.9,101.31
149.58,111.27
161.12,91.35
122.6,85.448
174.15,98.814
153.95,107.22
134.08,68.288
126.17,90.746
124.76,92.38
137.08,70.815
127.97,67.737
122.95,72.53
157.75,80.22
155.71,84.839
151.53,93.512
122.95,76.243
130.49,94.094
183.01,94.019
153.74,100.31
132.02,103.12
127.04,86.054
155.96,105.17
146.03,97.839
123.06,89.637
144.22,106.84
173.56,87.132
146.92,118.27
159.5,114.09
161.5,120.54
159.02,123
141.65,85.779
123.8,115.78
142.79,108.31
124.12,103.72
154.37,98.611
141.59,93.276
139.53,93.321
144.82,112.83
159.04,69.948
130.27,93.445
121.35,92.48
153.01,74.573
125.05,74.406
109.48,85.758
158.68,88.357
109.46,88.757
119.99,86.822
161.63,71.707
133.34,94.299
166.33,97.643
157.04,94.191
130.53,102.09
184.09,88.012
155.58,104.74
169.23,88.221
175.22,80.93
131.41,112.33
125.98,92.342
134.26,121.67
151.25,116.39
149.36,126.64
140,120.23
117.77,100.33
132.25,96.731
146.78,109.28
162.39,107.81
97.189,102.33
121.91,102.4
134.13,100.42
155.45,114.09
139.65,83.372
143.63,92.396
115.87,95.721
117.56,72.674
94.247,83.321
113.16,89.09
163.39,92.005
141.14,92.481
170.24,81.368
171.94,73.098
158.7,101.28
167.68,93.563
155.32,98.473
133.57,98.371
153.1,79.263
157.54,105.71
147.72,89.932
183.2,111.98
149.48,117.59
160.38,91.966
119.66,113.98
167.48,115.5
134.96,119.25
148.95,124.07
117.56,101.55
144.76,109.09
147.96,90.367
128.33,103.46
147.95,93.449
160.5,108.79
150.57,100
148.06,114.88
166.78,85.193
153.96,95.011
152.57,93.364
143.12,67.544
149.85,80.743
151.18,97.15
128.42,84.794
145.86,92.252
142.87,75.528
167.87,74.843
155.52,97.879
171.5,99.091
139.08,99.637
149.73,106.54
116.87,84.472
171.45,106.28
145.4,111.15
141.42,120.73
142.05,119.12
171.02,81.891
171.58,113.57
167.33,120.12
200.12,125.61
157.46,127.61
158.67,100.04
160.69,99.276
162.29,101.6
121.93,95.882
139.63,94.2
144.41,110.74
142.14,100.32
145.88,117.2
136.52,83.193
164.61,97.739
142.34,92.404
129.92,69.262
104.54,85.296
137.65,98.584
107.09,80.8
127.56,86.342
150.01,75.361
145.26,81.708
162.89,98.652
124.65,97.867
167.46,98.001
181.08,105.49
159.85,91.393
150.45,93.56
139.69,119.79
121.96,128.14
169.99,114.75
133.85,83.318
151.32,109.91
159.42,121.13
124.4,127.19
158.12,117.32
135.3,111.97
149.51,105.37
157.55,95.451
126.35,106.6
103.67,99.097
105.53,116.02
115.19,98.269
140.87,110.87
151.84,89.774
120.48,98.527
136.45,93.32
141.58,72.786
91.298,77.374
150.96,94.905
151.17,81.808
149.24,84.95
170.96,89.715
167.78,84.391
127.54,102.69
152.45,101.25
171.54,100.4
150.43,106.48
142.46,91.327
140.38,95.321
125.23,119.93
143.5,123.36
133.72,114.96
147.3,77.611
105.07,121.46
127.59,114.58
170.25,118.86
159.47,124.23
156.94,112.01
160.67,109.93
175.32,109.46
114.48,108.77
143.55,100.42
121.31,116.03
147.77,115.53
168.27,109.79
139.54,92.529
85.286,91.132
110.01,88.313
166.85,79.079
161.95,80.713
99.782,91.992
177.11,79.762
164.47,76.434
120.79,91.549
167.24,86.374
126.94,98.558
159.59,101.69
145.48,102.35
147.96,101.93
128.36,95.435
179.22,98.434
124.25,121.18
131.21,122.62
147.43,105.41
121.88,91.967
139.71,121.89
155.8,122.11
147.63,123.16
142.04,129.25
130.92,112.57
133.79,106.81
173.57,104.38
155.17,103.23
122.53,86.907
151.22,106.49
128.5,111.83
124.07,111.97
135.13,95.413
118.42,92.443
141.6,86.739
134.96,76.794
146.62,89.573
135.53,94.2
137.56,84.471
91.106,77.463
179.92,69.51
161.98,87.645
172.49,95.383
132.85,98.201
155.37,100.25
157.38,107.94
147.52,96.436
138.18,113.99
144.65,118.16
166.07,93.926
142.36,107.71
167.34,101.28
136.01,125.49
161.69,126.55
140.31,126.82
199.94,125.28
127.53,121.74
160.5,97.325
165.6,89.557
157.85,107.35
145.79,102.8
125.58,106.25
137.61,103.72
192.5,107.76
81.564,97.007
145.46,94.532
91.679,77.433
116.48,72.744
149.82,84.283
148.35,97.426
134.37,85.448
133.2,74.081
155.34,78.91
160.31,87.018
163.68,98.223
178.11,94.276
184.56,111.94
159.75,104.17
188.53,88.247
184.66,114.26
161.17,95.253
161.9,105.41
152.07,116.64
155.43,104.87
140.06,125.7
143.2,121.13
133.74,120.31
172.6,126.46
137.43,130.17
167.9,98.793
163.18,105.54
158.52,109.32
134.96,104.21
135.55,107.86
104.88,111.17
128.05,107.31
153.25,96.763
143.03,94.546
128.93,73.511
143.63,70.325
95.097,85.395
100.01,89.883
109,79.484
96.818,80.546
179.19,84.968
144.05,88.549
173.05,101.2
174.8,102.57
154.32,102.68
157.95,111.34
159.39,87.611
150.2,116.48
150.75,103.79
164.16,110.36
145.11,122.78
176.76,102.85
134.68,122.64
146.68,126.12
153.72,125.64
161,123.75
181.49,117.52
171.97,107.43
145.71,106.85
172.81,99.015
174.53,108.63
123.71,111.28
161.57,106.29
159.56,107.53
150.13,91.228
116.39,91.744
132.58,76.453
131.67,62.336
108.08,70.41
119.34,80.891
158.34,74.995
138.13,75.374
179.99,84.983
179.02,89.399
166.84,98.377
172.07,103.06
148.95,106.19
172.57,104.36
177.59,75.21
172.24,115.75
196.82,108.53
151.34,115.16
180,124.03
166.53,110.23
197.88,126.01
197.26,123.49
138.18,126.69
158.01,121.43
197.63,123.92
119.07,111.03
148.56,105.81
144.44,101.01
179.07,108.55
164.39,116.22
158.58,106.16
193.03,109.88
151.98,96.237
117.61,85.884
131.88,63.149
148.93,64.757
148.02,71.907
115.08,78.185
150.45,71.447
121.92,86.317
141.93,89.83
159.63,89.591
173.13,106
177.19,102.37
178.24,108.3
168.11,106.35
172.54,84.305
151.22,113.45
159.22,118.53
161.71,117.7
150.54,127.58
169.76,110.56
133.74,119.56
149.28,126.09
95.244,127.3
177.97,128.08
156.03,129.86
209.21,116.85
138.45,109.82
147.78,93.121
143.86,108.81
122.75,115.47
155.96,109.03
123.22,113.29
176.67,98.01
115.6,80.757
153.37,64.647
163.05,68.819
142.81,65.71
133.22,70.65
133.06,82.102
140.41,81.086
144.42,72.789
178.54,91.285
159.92,98.165
161.05,106.87
171.3,107.39
136.97,104.57
165.16,93.591
156.26,100.29
155.07,121.67
138.3,123.38
157.13,127.92
146.72,114.2
175.76,132.17
149.81,114.93
186.92,130.79
175.54,127.81
151.62,129.64
143.39,125.03
125.15,90.955
153.2,94.284
155.3,109.43
123.2,121.57
136.38,108.95
153.54,110.07
157.58,88.132
131.89,77.559
125.85,74.408
149.02,59.886
146.96,64.236
136.39,68.992
146.87,62.055
113.48,74.257
173.85,84.894
158.58,86.572
172.16,106.41
153.39,106.61
156.82,103.22
170.19,109.61
132.57,89.562
178.88,95.259
158.87,122.04
163.58,124.63
150.2,129.81
168.73,100.32
147.96,121.75
165.63,127.69
166.4,139.6
137.6,133.62
108.37,124.93
132.75,111.54
165.12,102.44
189.01,106.08
171.92,105.65
107.92,112.84
132.97,105.24
138.56,103.86
177.75,82.477
165.76,83.153
137.73,76.676
123.74,55.054
144.92,68.187
159.05,57.217
131.94,73.938
140.51,64.516
154.65,84.788
175.25,86.288
179.51,104.07
157.01,108.42
186.54,106.22
131.12,108.38
131.18,86.213
172.47,108.17
155.55,121.85
149.03,124.25
205.69,129.19
154.73,97.564
146.5,131.25
130.87,128.01
164.77,134.13
159.98,112.15
161.41,124.32
144.97,109.5
147.06,105.39
108.14,110.05
191.04,95.312
118.38,103.57
129.12,90.361
194.5,99.544
137.55,82.328
167.3,78.101
148.62,70.971
147.02,53.543
120.67,69.561
137.64,68.042
142.55,80.161
140.7,71.722
121.02,89.277
153,87.845
151.25,104.08
192.82,105.27
178.58,108.83
161.99,107.78
177.59,74.561
156.13,111.54
159.04,118.08
186.93,127.5
147.39,103.46
135.38,94.902
134.96,129.41
160.27,128.61
132.68,129.97
208.97,115.98
169.3,127.57
164.77,100.87
133.45,73.322
142.18,71.171
143.54,82.815
161.84,84.598
155.53,80.068
134.29,94.843
112.58,86.077
103.13,82.929
156.8,75.891
140.55,55.044
170.12,70.058
139.54,75.954
166.26,77.054
111.16,68.52
150.8,89.2
163.68,91.264
129.74,101.44
142.96,106.44
167.6,109.6
184.47,105.85
158.36,73.643
157.09,110.74
161.05,109.03
144.29,130.87
183.47,106.87
147.09,103.02
174.85,130.18
156.38,126
183.84,131.37
174.05,127.57
146.52,121.78
172.41,99.722
155.78,99.677
156.55,95.305
133.99,80.553
156.13,86.297
148.59,81.413
132.83,90.717
173.41,79.747
146.16,81.996
174.47,79.273
124.3,47.262
103.01,68.95
160.98,76.747
181.93,77.832
124.16,72.132
192.14,96.446
150.96,85.884
192.35,102.72
161.59,103.99
171.29,105.96
159.81,105.2
158.12,73.568
179.79,105.54
174.09,87.66
150.38,129.22
162.85,121.34
180.7,106.09
134.68,129.96
111.27,124.5
134.97,129.59
144.85,129.42
162.04,124.51
148.81,100.09
97.061,95.556
135.35,94.14
132.07,77.531
176.92,70.644
141.99,91.806
125.73,83.173
111.75,82.583
130.75,84.577
135.64,74.31
186.77,53.019
135.72,61.01
190.87,72.156
114.14,69.476
136.39,67.368
169.47,92.559
175.43,89.97
157.91,105.44
165.58,109.55
161.73,107.46
159.93,111.82
140.79,87.765
164.3,90.627
139.37,92.794
158.37,125.26
155.19,119.27
142.97,112.07
128.61,130.91
146.03,128.03
173.54,135.79
183.75,122.01
163.6,119.58
158.51,92.225
147.67,83.434
141.99,93.531
159.86,77.147
144.86,70.629
173.64,97.891
141.5,84.141
135.2,96.071
152.8,88.41
86.124,75.144
144.62,61.359
126.87,63.595
156.99,65.347
199.64,71.75
130.92,75.896
174.02,80.718
139.99,82.664
156.7,103.25
134.01,105.73
157.49,99.736
153.12,101.41
171.19,81.957
179.99,98.584
181.67,106.3
180.73,97.184
148.25,129.2
161.75,106.74
133.64,126.26
139.42,125.58
164.21,133.23
133.94,133.75
163.18,128.05
123.49,81.161
120.43,81.517
135.69,83.376
171.6,99.884
132.06,100.06
183.59,110.42
148.5,89.516
132.51,104.07
114.66,94.11
195.27,77.234
153.94,59.564
189.4,61.371
175.14,63.12
160.46,95.754
158.71,76.695
172.21,84.231
164.48,82.966
204.37,100.22
136.64,96.637
150.27,102.24
133.65,107.57
143.27,72.687
172.67,95.831
197.69,104.32
146.54,101.35
144.95,117.51
171.59,107.52
156.52,127.26
145.55,118.74
131.87,129.52
191.67,132.99
130.84,128.87
142.39,105.6
192.05,80.234
130.27,94.566
160.12,86.209
163.09,106.17
119.99,96.346
131.52,87.593
149.08,101.91
