1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
100.76,104.14,104.11,105.32,99.615,92.414,89.258,87.868,113.03,115.14,114.45,108.86,106.08,102.42,102.65,102.39,112.45,111.92,110.81,109.3,107.22,107.7,107.87,108.29,111.05,111.97,111.2,107.16,107.76,110.96,114.25,112.82,90,90.531,92.354,92.267,98.005,98.532,101.36,104.34,56.721,56.677,57.209,60.65,64.064,67.402,65.469,70.077,66.479,68.692,72.033,72.209,70.677,70.478,70.57,71.244,92.608,94.17,96.607,96.403,95.376,99.185,95.909,97.17
108.52,107.61,111.4,114.8,113.32,113.95,109.69,108.93,110.2,112.25,110.49,111.35,113.28,109.65,108.44,111.66,110.18,108.25,105.1,99.258,96.302,99.623,104.97,109.39,100.68,97.095,93.891,93.238,94.163,96.12,100.17,101.26,103.6,101.61,93.516,93.693,93.783,97.028,101.26,101.92,104.95,103.6,101.33,104.48,103.41,100.16,105.84,103.29,108.02,106.38,106.27,104.92,104.09,104.12,106.06,105.44,102.1,102.85,104.11,105.27,107.91,104.16,103.25,102.44
106.62,102.92,104.7,103.9,102.91,97.219,96.366,96.405,102.03,101.88,102.65,100.72,98.582,91.899,90.579,88.832,90.727,94.315,96.147,94.556,98.542,96.443,99.452,98.948,96.862,96.839,99.443,101.7,105.2,107.69,105.57,107.61,112.63,109.94,106.72,107.34,109.53,110.62,112.19,111.37,111.17,113.69,109.29,109.72,111.96,113.73,114.14,113.63,109.02,109.8,107.2,113.41,112.88,113.86,115.48,114.2,109.34,110.49,113.66,116.51,118.15,115.89,116.19,111.22
105.63,109.48,114.23,114.21,115.73,115.02,110.13,112.27,103.58,110.33,109.13,112.66,114.67,114.68,110.8,110.87,102.34,107.6,108.17,113.05,113.3,108.91,106.34,108.56,103.54,105.93,107.18,110.56,110.36,108.32,107.42,107.68,108.08,107.6,110.99,106.01,105.85,105.41,104.84,102.78,106.6,108.12,110.98,105.74,104.96,102.57,102.57,100.4,100.78,104.5,101.24,100.81,99.577,100.18,101.37,101.22,95.231,94.613,98.051,100.37,97.346,98.561,98.454,100.95
94.454,97.557,101.94,99.756,98.925,98.676,98.067,98.025,94.409,95.735,99.22,97.879,98.767,92.369,90.288,83.012,97.66,93.549,91.41,95.183,94.484,92.007,85.85,79.692,87.471,84.135,89.181,91.518,89.995,88.809,88.011,81.003,83.196,83.973,85.539,83.225,84.773,86.677,85.475,82.156,90.82,91.274,90.957,89.65,89.288,87.724,87.26,86.037,97.378,96.84,98.232,97.418,94.024,92.455,91.738,92.563,103.98,104.04,102.42,96.675,92.368,89.143,87.872,87.748
104.52,103.54,100.49,96.29,95.572,91.535,91.788,90.545,106.05,103.11,101.55,100.3,96.794,94.309,94.659,95.481,109.03,109.97,107.6,108.01,104.28,107.19,107.06,102.4,109.43,111.37,113.78,110.36,109.03,108.95,108.4,107.57,107.53,106.98,105.69,105.49,103.81,102.98,105.71,108.03,107.42,104.61,106.13,107.07,108.25,108.01,108.79,105.01,103.54,102.42,106.63,107.86,106.66,105.42,104.51,105.27,105.63,105.18,104.02,106.73,106.01,105.61,102.36,104.1
103.47,102.95,100.76,100.5,98.734,97.878,97.849,94.992,91.515,88.475,88.114,83.371,84.336,84.74,85.906,89.382,85.238,81.525,83.66,80.108,85.379,84.809,84.714,87.478,72.358,70.366,70.762,71.83,70.526,74.087,73.837,74.221,82.256,80.59,77.822,75.273,76.337,76.125,77.511,77.731,113.01,107.61,106.71,104.66,106.8,108.35,107.79,109.12,113.29,111.54,108.51,107.51,106.18,105.65,106.82,108.49,109.35,109.95,106.27,105.44,107.85,106.24,110.94,108.4
100.8,101.51,100.12,102.13,100.39,102.05,103.54,105.57,95.081,96.941,99.199,97.775,100.7,102.41,101.9,105.35,96.305,93.304,95.395,97.837,101.16,103.43,103.62,104.4,91.974,94.19,96.218,97.217,98.12,99.945,101.68,100.86,84.212,86.597,86.039,87.901,90.849,91.02,92.25,93.652,82.677,82.872,80.626,83.732,89.219,88.289,88.301,89.092,72.461,73.283,73.664,74.253,77.371,77.912,79.747,79.403,64.47,65.757,69.801,73.505,72.79,72.459,70.232,66.474
65.633,63.843,65.408,69.745,69.677,69.875,70.502,71.232,74.077,73.682,76.209,76.115,77.981,75.999,76.089,79.135,89.156,88.558,87.601,88.414,87.21,85.945,84.439,83.119,87.755,89.783,89.955,90.279,90.071,87.023,87.946,85.313,86.825,86.973,90.798,90.548,87.203,85.962,86.935,88.8,87.296,90.186,90.252,91.376,89.711,90.623,92.165,92.129,91.461,92.571,92.721,92.549,89.763,92.517,92.657,91.187,91.621,89.47,93.039,92.911,91.024,90.382,90.695,88.833
89.306,90.708,95.49,93.504,91.409,93.707,95.521,92.397,90.333,88.139,90.193,92.779,90.967,93.875,94.738,95.921,91.513,91.066,87.42,87.423,89.768,88.031,86.109,87.884,86.174,86.585,83.343,81.085,78.984,81.872,82.294,79.377,90.486,87.89,87.847,83.745,85.122,87.863,87.288,85.804,95.381,95.462,92.973,91.612,91.625,91.413,91.61,92.803,92.087,90.433,90.623,93.007,92.691,94.125,91.309,93.207,90.263,89.042,88.48,90.506,89.142,92.745,93.502,94.597
95.161,93.218,93.171,92.638,92.265,90.169,88.245,89.104,89.03,90.165,90.464,87.572,88.407,85.756,84.887,84.443,82.268,85.353,83.208,81.47,81.898,80.265,78.955,80.77,70.199,72.787,73.181,71.935,69.426,67.925,66.601,69.012,64.158,64.516,65.228,67.81,68.915,67.365,66.451,67.06,75.983,77.726,77.038,75.148,76.601,76.306,75.246,77.089,79.692,77.845,75.46,76.214,79.406,79.434,80.978,84.082,80.393,77.787,76.666,75.214,74.58,75.043,77.489,78.98
67.621,63.42,61.733,65.349,65.604,67.332,68.975,67.469,49.963,49.888,51.72,53.802,57.909,56.762,57.195,54.658,42.081,44.227,48.473,49.147,50.945,53.396,51.451,54.071,50.606,50.445,48.604,49.952,52.624,52.358,53.741,56.487,54.186,53.891,50.315,48.892,51.07,50.005,52.939,54.958,48.941,50.283,49.325,48.172,45.733,46.233,49.03,51.718,41.958,43.798,46.778,48.064,46.665,50.827,52.378,52.907,54.559,52.888,57.107,58.256,58.715,60.68,59.21,60.371
66.779,67.084,66.885,65.775,65.679,62.991,62.22,65.386,67.531,68.837,70.236,66.203,64.577,62.34,63.259,63.93,70.886,70.807,73.189,71.888,68.444,65.253,63.475,63.181,70.843,69.188,67.742,68.903,66.003,65.218,64.619,61.975,53.734,56.602,59.438,57.395,56.065,57.324,57.772,58.36,51.501,51.981,54.137,53.682,52.479,50.011,47.168,48.863,56.865,56.399,58.194,59.153,60.064,55.881,53.208,55.131,65.375,64.227,67.383,65.642,66.242,63.417,60.8,61.2
57.133,61.74,62.219,62.903,64.589,67.159,67.64,69.995,61.048,61.628,61.056,62.656,65.393,67.092,68.86,72.265,63.149,63.934,63.406,61.74,64.049,69.103,68.111,72.206,64.652,65.289,63.67,59.565,62.055,66.984,68.67,69.92,68.061,65.716,64.032,62.344,64.251,65.946,69.708,73.987,68.004,69.896,68.723,67.854,67.84,72.024,74.372,74.98,65.473,70.072,73.365,73.996,77.832,78.066,79.842,78.951,64.274,69.971,73.654,76.33,80.693,78.107,78.23,76.135
66.688,70.89,72.598,74.196,73.939,74.319,77.688,76.244,73.546,75.564,77.025,79.084,78.875,76.344,77.389,78.936,70.422,73.634,77.05,80.633,80.475,81.256,83.813,84.584,67.083,68.744,71.32,76.681,78.44,79.08,79.715,85.099,63.323,67.086,69.501,63.529,67.999,72.589,73.471,75.33,70.485,71.995,70.67,73.961,75.7,73.969,73.86,76.824,74.926,77.237,81.384,86.339,85.138,80.315,77.051,82.614,71.132,72.548,78.733,84.059,86.883,90.025,86.295,83.556
66.272,58.525,61.49,70.789,81.541,83.976,86.679,86.724,62.348,56.468,56.934,61.473,71.355,77.134,81.296,85.072,56.052,53.482,53.872,57.579,61.129,71.011,77.793,79.158,65.317,61.243,58.586,60.744,66.579,73.028,76.717,76.802,64.888,67.19,62.95,66.235,72.024,73.126,74.066,75.8,69.123,68.349,66.776,71.373,74.384,72.858,72.215,72.049,71.902,73.907,69.231,68.292,73.052,72.87,73.297,72.391,68.949,68.268,68.396,68.96,69.283,69.752,68.583,70.535
79.915,78.078,77.706,79.71,85.931,89.859,92.399,92.94,75.541,77.109,81.536,91.083,91.631,94.574,95.329,97.015,78.922,78.944,84.111,88.137,91.65,94.722,97.381,95.233,78.265,75.703,75.201,77.034,77.965,86.615,88.143,88.123,81.331,79.564,71.56,73.876,78.778,82.116,80.739,80.674,83.828,82.043,78.584,78.453,81.645,83.051,81.446,80.661,78.845,76.431,77.267,77.528,83.378,79.393,75.988,76.607,63.847,67.619,68.808,66.415,66.371,66.565,66.645,66.527
70.051,74.1,75.326,73.692,70.24,73.836,74.709,74.309,86.42,87.086,87.016,86.185,86.548,83.996,84.95,85.065,90.666,88.825,89.298,87,84.754,85.579,85.417,87.22,89.231,85.196,83.763,81.515,82.421,85.012,85.634,88.921,86.351,81.887,79.645,80.87,84.921,84.28,86.134,89.469,80.283,77.868,78.546,79.036,79.02,80.541,83.685,86.857,83.626,80.007,81.818,83.157,83.608,84.43,86.144,87.345,88.153,88.391,90.205,88.574,87.006,86.472,86.583,90.051
92.123,89.758,88.425,86.832,88.233,90.927,90.296,93.431,90.675,87.226,85.975,83.888,85.244,86.937,91.646,96.745,91.683,84.48,87.188,87.107,87.466,90.245,94.26,98.655,87.985,87.833,89.788,89.359,91.69,94.866,94.119,96.784,90.482,92.395,93.917,93.489,90.972,92.824,93.44,95.812,94.78,94.081,93.837,94.702,91.207,88.349,95.316,96.81,96.578,97.665,96.435,94.792,92.313,93.294,93.291,95.307,93.485,92.201,92.369,90.285,91.722,89.719,86.846,91.167
93.487,91.702,91.6,92.163,90.938,90.286,89.978,92.64,92.225,91.357,91.683,92.861,93.1,93.156,91.771,95.781,90.568,88.994,91.631,92.05,89.992,88.215,90.348,92.073,93.611,93.734,97.219,92.138,92.332,92.429,97.415,97.534,95.684,99.127,96.625,95.332,96.117,96.542,100.1,103.78,94.598,95.507,96.388,96.697,99.435,96.82,98.65,101.74,90.562,92.504,95.199,96.484,96.94,96.01,97.001,98.55,91.713,90.995,95.556,95.719,94.421,94.207,93.894,96.935
94.963,96.624,95.841,95.214,94.446,94.38,91.888,91.63,95.333,99.785,97.586,96.089,96.039,96.63,94.457,96.561,95.011,94.266,93.2,92.107,92.403,96.78,94.539,95.514,96.251,98.299,97.295,96.197,98.141,99.619,98.565,95.26,97.416,99.784,98.584,95.857,97.242,95.125,95.722,94.537,91.804,96.051,96.711,92.249,92.119,86.869,86.307,86.522,91.349,95.792,96.518,93.888,95.749,95.102,94.004,93.603,94.466,97.784,96.4,98.732,99.205,98.103,95.254,98.807
96.769,95.525,95.396,92.754,94.47,96.807,97.298,97.776,96.573,95.868,96.191,94.933,96.946,99.695,102.97,102.54,95.2,94.328,95.089,96.483,98.989,100.4,102.77,100.68,95.493,94.35,98.269,99.357,100.1,100.89,98.241,98.498,98.433,99.753,102.98,101.68,104.47,104.38,102.23,101.16,98.246,98.141,99.186,97.637,99.692,100.14,101.4,99.56,92.623,91.455,91.203,89.696,90.92,91.077,93.657,92.356,81.004,83.008,82.653,78.605,79.598,82.707,81.462,81.134
84.648,85.009,87.326,86.881,86.647,86.39,87.815,88.405,84.91,81.379,81.118,82.245,85.115,86.235,89.366,91.69,87.014,82.031,79.135,81.548,87.11,90.191,90.975,91.354,98.167,95.803,94.745,92.625,91.593,92.377,90.295,88.309,101.75,100.91,99.731,98.695,98.529,100.07,98.981,100.69,103.74,105.2,102.41,99.368,101.66,102.74,102.03,101.04,97.143,101.9,99.722,97.071,102.81,105.16,101.63,100.36,88.351,89.807,91.125,93.028,97.54,99.957,103.09,103.23
91.036,89.68,82.802,89.68,96.065,99.389,103.35,106.37,93.06,95.072,89.366,83.827,89.352,94.891,96.001,97.31,100.94,101.69,102.82,96.724,97.002,98.602,94.272,93.795,106.96,104.66,105.27,106.54,105.93,107.07,104.78,101.7,102.94,104.37,102.02,104.06,103.53,103.25,106.27,107.45,101.44,105.37,104.35,106.73,107.67,108.39,106.05,102.79,101.72,103.27,107.89,108.14,109.01,106.54,104.27,104.2,104.85,100.96,103.5,107.62,104.84,100.48,101.08,98.204
103.98,105.62,106.46,108.17,109.14,109.02,108.8,100.59,104.44,105.33,109.02,107.64,107.1,110.7,109.23,108.11,102.91,104.47,105.1,104.5,107.12,105.73,106.83,105.55,102.05,106.1,106.83,105.47,106.04,104.58,106.59,106.27,102.74,103.15,103.98,103.53,105.67,107.39,108.55,110.54,103.56,102.94,104.53,101.96,104.55,104.94,103.94,108.37,101.92,103.37,103.94,101.56,101.64,103.91,105.12,103.79,100.85,98.963,98.996,100.86,102.98,103.44,101.32,96.634
100.64,100.4,102.7,98.9,93.274,91.201,89.618,86.986,98.64,97.932,99.832,98.01,92.971,84.197,83.383,83.86,88.292,89.694,94.175,93.784,90.17,86.629,85.981,88.597,77.546,83.575,89.485,85.9,84.014,85.776,87.524,91.155,76.439,82.028,87.695,89.42,89.249,91.19,92.583,96.769,80.915,87.704,91.926,95.976,97.03,96.67,96.188,98.526,88.468,96.239,99.163,105.01,107.49,107.16,108.05,109.03,102.36,103.01,103.17,104.97,106.47,106.98,106.15,108.51
107.15,105.5,105.65,105.64,105.37,106.96,102.85,103.56,99.742,100.93,102.55,105.9,103.69,103.32,104.6,103.71,100.9,100.96,100.72,100.76,98.983,95.72,93.296,96.279,98.686,98.024,91.308,87.776,90.025,89.235,89.747,91.453,95.466,94.637,89.408,83.561,86.05,85.931,86.84,86.889,93.905,95.479,94.999,91.174,93.582,97.56,99.351,94.957,94.824,97.137,97.939,96.266,99.118,101.08,101.63,101.68,97.192,98.105,101.5,100.15,99.567,102.55,103.57,106.16
87.688,88.289,88.973,85.795,88.375,86.442,86.626,88.405,82.042,82.551,80.749,80.514,82.228,81.832,80.889,83.354,90.214,89.07,86.574,89.855,90.842,94.846,96.891,98.433,86.414,88.191,89.263,89.811,88.687,90.047,93.9,97.043,95.874,97.758,100.31,99.976,101.66,104.24,108.66,109.97,108.68,109.77,110.93,109.09,112.16,110.93,110.23,109.44,112.95,114.36,117.64,113.12,113.63,116.26,112.71,114.41,118.03,118.37,114.68,115.72,116.85,117.64,118.55,117.23
115.26,119.07,119.5,119.74,119.41,119.97,123.15,119.91,124.21,124.38,121.78,118.89,115.53,116.3,115.92,117.71,120.78,118.69,115.14,116.46,115.66,117.58,120.96,123.53,117.75,117.59,117.76,117.91,116.22,118.16,118.65,120.67,109.41,111.88,113.18,112.93,113.94,117.41,115.57,118.72,92.068,97.568,95.623,99.971,102.15,103.42,105.16,107.55,103.72,109.61,111.98,112.79,108.53,108.46,109.29,110.3,113.44,115.5,119.04,121.58,121.63,118.5,115.92,119.11
109.21,111.63,115.35,115.32,119.56,117.39,118.38,115.02,114.46,113.82,113.97,110.42,109.89,111.5,114.97,115.82,117.61,116.36,112.25,105.79,106.35,109.33,112.18,112.14,109.53,109.16,102.18,92.843,87.656,91.143,91.444,90.169,107.77,107.79,107.69,105.5,99.601,98.859,95.623,94.193,109.43,109.25,115.44,114.35,112.45,108.58,109.56,109,109.32,110.97,115.69,116.27,113.03,107.63,109.73,114.05,114.09,116.93,118.29,117.8,118.88,115.75,117.39,115.97
116.81,119.8,119.72,119.86,120.84,121.02,122.99,120.89,117.63,118.49,119.57,120.5,122.93,119.26,118.67,118.25,123.81,120.12,122.33,120.52,121.01,122.07,119.41,121.57,122.96,120.34,120.58,116.69,112.88,112.81,116.41,120.29,115.55,113.18,115.42,111.94,108.49,106.28,104.16,104.16,111.31,111.06,109.45,109.1,106.37,104.7,102.82,108.47,119.56,121.09,118.79,119.74,120.55,119.61,115.71,118.72,125.77,127.85,124.69,123.46,123.67,125.43,126.81,123.94
123.48,123.49,125.24,124.37,121.02,119.36,119.08,118.81,118.42,119.32,117.52,119.87,123.02,123.46,119.35,116.82,99.016,102.79,104.49,101.98,100.7,101.39,103.15,98.881,100.7,97.26,94.701,95.068,92.453,91.702,92.29,91.914,108.51,108.54,106.82,109.59,108.06,108.7,109.46,110.99,118.19,120.93,117.94,115.97,116.05,118.27,120.74,119.49,111.53,111.78,110.14,108.27,107.22,109.27,114.37,118.2,85.089,82.785,82.174,84.269,87.634,92.544,99.032,104.07
87.459,87.139,87.738,91.152,94.544,93.659,91.857,92.963,109.82,111.81,112.71,111,111.77,107.74,100.43,96.447,110.14,112.14,113.41,111.4,110.4,112.02,110.24,106.31,109.83,103.17,107.12,106.48,103.76,106.47,106.69,106.44,102.96,103.38,102.71,99.71,97.425,97.335,99.729,103.89,72.859,75.34,73.098,69.55,69.979,71.749,71.065,74.561,73.352,77.183,75.534,75.949,74.797,77.284,75.883,78.986,98.981,99.813,101.55,102.13,104.2,106.54,106.54,104.73
111.66,112.32,109.64,108.95,107.31,107.15,111.53,115.54,112.81,110.52,112.09,112.8,105.1,99.471,102.5,101.41,107.06,104.05,100.82,100.74,98.701,97.537,100.89,103.13,103.11,102.24,105.81,105.59,107.96,109.75,111.14,106.43,103.16,106.78,106.16,104.54,104.42,105.4,107.32,104.39,103.96,103.67,101.12,99.718,99.614,98.833,98.756,100.17,103.65,99.502,96.925,97.62,98.294,98.094,95.464,93.42,101.66,97.534,94.557,92.212,89.394,92.216,95.016,91.905
98.976,101.31,97.594,91.814,87.757,89.807,95.086,101.01,89.852,93.712,94.93,98.616,100.79,104.9,105.02,106.27,99.723,103.62,105.08,106.28,109.77,109.73,112.13,108.49,111,109.77,111.38,111.18,111.87,110.04,109.41,112.11,111.93,108.78,107.94,106.3,109.72,109.29,107.59,107.96,113.76,111.38,110.2,107.26,108.05,107.51,107.47,111.2,112.16,111.58,109.24,110.92,109.72,108.05,109.5,113.72,109.79,109.12,111.84,112.1,111.01,111.29,112.84,111.05
109.87,111.27,112.26,112.09,114.45,111.31,108.53,110.35,114.5,111.29,112.01,110.76,109.7,108.45,110.5,105.34,112.53,106.29,105.73,106.03,107.3,106.75,106.78,103.07,109.51,106,103.02,102.07,103.02,102.57,103.68,102.37,100.69,97.691,92.338,93.519,89.873,89.038,90.027,88.685,101,97.531,96.76,96.271,95.512,93.027,85.592,84.383,96.902,91.831,91.395,90.897,88.421,86.872,81.356,80.627,95.446,90.376,85.278,79.332,75.773,75.925,78.806,79.248
95.004,91.35,89.106,83.874,83.267,85.818,92.229,92.776,80.863,82.417,79.882,79.544,88.405,92.535,94.373,96.364,78.053,73.728,71.166,73.15,81.895,89.817,88.621,94.067,81.327,80.538,75.164,78.335,83.626,89.089,90.399,92.451,83.017,80.334,79.166,79.757,83.287,87.878,90.735,93.257,86.602,83.152,76.392,75.043,80.248,85.604,87.966,91.552,91.992,90.181,84.057,77.395,78.647,83.347,88.19,89.579,84.291,84.815,81.372,79.966,81.869,85.067,89.67,92.298
